base	train_task	seed	method	eval_task	score	samples	metric	metrics_path	reused	metrics_sha256
Llama-3.1-8B-Instruct	tulu	42	functional_hns_a05	magicoder	61.58536585365854	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed42__functional_hns_a05/metrics.json	False	4d2ecb0b6e64e3248af0640de8dc53570c3eb031ff3391595f404fa97de859a4
Llama-3.1-8B-Instruct	tulu	42	functional_hns_a10	magicoder	58.536585365853654	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed42__functional_hns_a10/metrics.json	False	4f5c131555a63365f070a94609195fa5955b4198a85c3b3b139dfddd94f79099
Llama-3.1-8B-Instruct	tulu	42	functional_flat	magicoder	59.14634146341463	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed42__functional_flat/metrics.json	False	87da66f8518aea7dfe2c32c7aea913b40e9f3fe1951de535fb9a9eee8de4d4a0
Llama-3.1-8B-Instruct	base		base	metamath	62.39575435936315	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/metamath/base/metrics.json	True	9fa87de480bdc6e461d69a1bbf533c39134830e92b033bac6a309c575a8bf3e5
Llama-3.1-8B-Instruct	magicoder	42	original_lora	metamath	56.25473843821076	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed42__original_lora/metrics.json	True	50b6114240df10615cfa8b8a7d8a35e278b56de59500d4d963d2b37799ac11cb
Llama-3.1-8B-Instruct	magicoder	42	hns_f4_s1	metamath	63.60879454131918	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed42__hns_f4_s1/metrics.json	True	843c90d84b34b4b058af75990e82d310325fb49fbd08c295b2df754827034898
Llama-3.1-8B-Instruct	magicoder	42	functional_hns_a05	metamath	61.865049279757386	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed42__functional_hns_a05/metrics.json	False	8538be122a8833f29200ca96604777586e009a6e0ff26edeb4430f698a732374
Llama-3.1-8B-Instruct	magicoder	42	functional_hns_a10	metamath	64.6702047005307	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed42__functional_hns_a10/metrics.json	False	81083d13869036221cc2a46432ec10023ab17bdd1ddbc8dfcd1746df285f0857
Llama-3.1-8B-Instruct	magicoder	42	functional_flat	metamath	64.5185746777862	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed42__functional_flat/metrics.json	False	716aa35846bfb160e830b61a6fa02180eb407cc8d018e2013415cb662f1345cd
Llama-3.1-8B-Instruct	metamath	42	original_lora	metamath	77.25549658832449	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed42__original_lora/metrics.json	True	46c459c61b83fa948c0699c3cc73b87cd535eab3ebb4a46bbc69bd097d214642
Llama-3.1-8B-Instruct	metamath	42	hns_f4_s1	metamath	80.81880212282032	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed42__hns_f4_s1/metrics.json	True	23bdb2760eab912738c13c183253c7efc598cb822e4334a1f6f7ab87cc0920ba
Llama-3.1-8B-Instruct	metamath	42	functional_hns_a05	metamath	81.12206216830933	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed42__functional_hns_a05/metrics.json	False	56364a65d82029cc96667b7c208b41e2e22a94ad5e3a4cc1f59f71ba910ff039
Llama-3.1-8B-Instruct	metamath	42	functional_hns_a10	metamath	81.34950720242608	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed42__functional_hns_a10/metrics.json	False	3218527b9230ddddb399b4d3a598fb597c61dda931593f40941103cccbec300d
Llama-3.1-8B-Instruct	metamath	42	functional_flat	metamath	81.04624715693708	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed42__functional_flat/metrics.json	False	8e3e1d37b3e564308daa9719989904197ed2d2725ca60d97e73e6d92e37828ea
Llama-3.1-8B-Instruct	tulu	42	original_lora	metamath	57.08870356330553	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed42__original_lora/metrics.json	True	a45319932fa94ea9fa03207befe168ba9c1cb36171df4ec0c4a9aa631d89fe2c
Llama-3.1-8B-Instruct	tulu	42	hns_f4_s1	metamath	65.95905989385898	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed42__hns_f4_s1/metrics.json	True	b4a39d4e3e152f6605f1cba786693c8e61659bac0c3cd78ccaf3f5cd1cbdcc7a
Llama-3.1-8B-Instruct	tulu	42	functional_hns_a05	metamath	65.20090978013646	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed42__functional_hns_a05/metrics.json	False	36b58cf7d2993910b6e1f32c0bc62ee6e54658a2c31e883471176491bf0c9f07
Llama-3.1-8B-Instruct	tulu	42	functional_hns_a10	metamath	64.0636846095527	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed42__functional_hns_a10/metrics.json	False	407e488f696f14ed129680ba9bb9655f9178d53f1bc83b3570cf6375114989e7
Llama-3.1-8B-Instruct	tulu	42	functional_flat	metamath	64.59438968915845	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed42__functional_flat/metrics.json	False	69ce94ff1ee6e9df0af507304430e094749cbccfce62acc052c41999c69de3ed
Llama-3.1-8B-Instruct	base		base	tulu	61.92236598890942	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/tulu/base/metrics.json	True	d29cd0ccc3fb36dbbb56aaff80b3197d803a738a592914143e877607602fa36c
Llama-3.1-8B-Instruct	magicoder	42	original_lora	tulu	55.26802218114602	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed42__original_lora/metrics.json	True	b33a00660b1b767c7cd92949ffdda4f03bc6369d31ee78d2fa7d02510ee64dad
Llama-3.1-8B-Instruct	magicoder	42	hns_f4_s1	tulu	60.44362292051756	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed42__hns_f4_s1/metrics.json	True	5b1d9ed3c6a8e2a5362a589558ba67b1d0d8380907cbb8c20574cdcfe4764b18
Llama-3.1-8B-Instruct	magicoder	42	functional_hns_a05	tulu	60.81330868761553	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed42__functional_hns_a05/metrics.json	False	ded701820e48637795844009733a3bf99e1cf3c76e4c382a5d4d142850b4dd27
Llama-3.1-8B-Instruct	magicoder	42	functional_hns_a10	tulu	58.9648798521257	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed42__functional_hns_a10/metrics.json	False	5ebab0fcbabd79d94a4252332db6d0cf04f527f47077f8ac6f8d6fe338c77840
Llama-3.1-8B-Instruct	magicoder	42	functional_flat	tulu	59.33456561922365	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed42__functional_flat/metrics.json	False	6808948f7f18506c4879e3e356ccda8ef8323883a6964e7a0df4d3a7a43b4c0b
Llama-3.1-8B-Instruct	metamath	42	original_lora	tulu	54.15896487985212	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed42__original_lora/metrics.json	True	42d0daf860f5da8b96b829f3ced5fd9079d8abcd8b6499221eae5ec67c7de001
Llama-3.1-8B-Instruct	metamath	42	hns_f4_s1	tulu	58.225508317929766	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed42__hns_f4_s1/metrics.json	True	d498a3d964a15d5614e1b7532df783865f8f30dbe4f40ae465014034b82bf353
Llama-3.1-8B-Instruct	metamath	42	functional_hns_a05	tulu	59.88909426987061	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed42__functional_hns_a05/metrics.json	False	f5725631eea66e081995ec764bd2534749651370ec3d0ee935be3a3138207888
Llama-3.1-8B-Instruct	metamath	42	functional_hns_a10	tulu	59.70425138632163	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed42__functional_hns_a10/metrics.json	False	83f97dfd7895bc7b9f08045931eb5f3bbc872b236a6e6929ba7a9c9e856ae0a6
Llama-3.1-8B-Instruct	metamath	42	functional_flat	tulu	58.78003696857671	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed42__functional_flat/metrics.json	False	45d9e75a0ab2e453d8c6a440c13a7dd3ea180fc59a272f5f5c309a3a46a8b432
Llama-3.1-8B-Instruct	tulu	42	original_lora	tulu	63.21626617375231	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed42__original_lora/metrics.json	True	c5c41c165420a141dfcc7b79e145e72d2198ee190bf5f0c34faaf2386c729eee
Llama-3.1-8B-Instruct	tulu	42	hns_f4_s1	tulu	65.4343807763401	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed42__hns_f4_s1/metrics.json	True	8f5cfce2af689ccac71fe29d828aade64b8700381274ec6c9f9e375216655abf
Llama-3.1-8B-Instruct	tulu	42	functional_hns_a05	tulu	65.98890942698706	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed42__functional_hns_a05/metrics.json	False	cbacb130ea0d1422bf483348c0369d7b68a3f6cbc75eba3571938a50263a3c57
Llama-3.1-8B-Instruct	tulu	42	functional_hns_a10	tulu	65.24953789279112	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed42__functional_hns_a10/metrics.json	False	cbffaecb3e8fc91b7fe9a2daac054430174ab7cbb35a2a3763ce129162f70a74
Llama-3.1-8B-Instruct	tulu	42	functional_flat	tulu	64.87985212569316	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed42__functional_flat/metrics.json	False	e7f10f3ffa277cc5a485b5605a7e2730035b6e0be931fa65e3c1efd0d4fdc619
Llama-3.1-8B-Instruct	base		base	commonsense	71.40397244310445	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/commonsense/base/metrics.json	True	ab0ed99b22b3ba0b0a004c4df666ad86ab1e5fd73deb6d14ea6635ec82fd6a01
Llama-3.1-8B-Instruct	magicoder	42	original_lora	commonsense	69.0829702646439	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed42__original_lora/metrics.json	True	3be2005ca3145bf77241fa783d6abac0617d0b17908b14fd500664b34eb54418
Llama-3.1-8B-Instruct	magicoder	42	hns_f4_s1	commonsense	70.36945852828445	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed42__hns_f4_s1/metrics.json	True	c8d938da8b8a2fd2130a52753fc42e748606b9b835b3137c409c75877693aa92
Llama-3.1-8B-Instruct	magicoder	42	functional_hns_a05	commonsense	70.61300954831955	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed42__functional_hns_a05/metrics.json	False	beac4d056b059e0d8b95f9fa5717fb497dbd96a176e97f1e70c64a6403ad5eff
Llama-3.1-8B-Instruct	magicoder	42	functional_hns_a10	commonsense	70.7472274567822	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed42__functional_hns_a10/metrics.json	False	0d4b5a534021ee057d07230a0e02862721983ca6ea686f28a4136975ab6589a8
Llama-3.1-8B-Instruct	magicoder	42	functional_flat	commonsense	70.66557567911617	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed42__functional_flat/metrics.json	False	d045397a99be5ac593e8cd45feb5b34e36880b59abca8c3dcdaa26fa5b40ca38
Llama-3.1-8B-Instruct	metamath	42	original_lora	commonsense	65.02889136457506	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed42__original_lora/metrics.json	True	0bcc25d7e065d8e8a83d9b8c39184a07e2155070fed41e7d184cda669b8ce6da
Llama-3.1-8B-Instruct	metamath	42	hns_f4_s1	commonsense	69.64860256601634	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed42__hns_f4_s1/metrics.json	True	9e4c087a5ae3abcd81a2265e67d765d93e3f53ef6721e74af7ca74a8b2914535
Llama-3.1-8B-Instruct	metamath	42	functional_hns_a05	commonsense	69.68007526500301	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed42__functional_hns_a05/metrics.json	False	951dd77bd6cb33c88553dfc9c08f31242e4d6cbe2d8684855319c6f3c1135751
Llama-3.1-8B-Instruct	metamath	42	functional_hns_a10	commonsense	69.73716984561268	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed42__functional_hns_a10/metrics.json	False	a03eab8c13b99de71367b0be285f119d14399f4ed5feefb9159d47224cb56334
Llama-3.1-8B-Instruct	metamath	42	functional_flat	commonsense	69.90861856923826	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed42__functional_flat/metrics.json	False	90a2c9adf166975bae1151d952b910ece8260acb164624a0210a94d62e9a44f3
Llama-3.1-8B-Instruct	tulu	42	original_lora	commonsense	71.28541917604147	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed42__original_lora/metrics.json	True	acfd4db60e363fdeeff6b95b7357046d645c5fdb079120ed6720970c2f484e9c
Llama-3.1-8B-Instruct	tulu	42	hns_f4_s1	commonsense	70.44766092504871	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed42__hns_f4_s1/metrics.json	True	750cfc93b97f96a8ff93779c75c91297c7092e841c856a912d76ffb613a64078
Llama-3.1-8B-Instruct	tulu	42	functional_hns_a05	commonsense	70.25171480076831	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed42__functional_hns_a05/metrics.json	False	fd0bb62dae90ec6f2244aecb8e7a92d005344d0f5ce59d34f054d8d28319eb1c
Llama-3.1-8B-Instruct	tulu	42	functional_hns_a10	commonsense	70.390673006545	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed42__functional_hns_a10/metrics.json	False	2f030fb11ee3a6608142a395dcf9a920b3a0aa09e479cb2ded2269d0988f3bf0
Llama-3.1-8B-Instruct	tulu	42	functional_flat	commonsense	70.32051657682199	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_pilot_2x3_seed42_20260914/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed42__functional_flat/metrics.json	False	e3570f5f07b0ecabe2066562707547d9a3f79682d4e8ec5d37b5c9e0f1ee3643
