base_model	task	variant	category	endpoint	n	lora_score	variant_score	delta	bootstrap_ci_low	bootstrap_ci_high	lora_only_correct	variant_only_correct	mcnemar_exact_p	mcnemar_exact_p_holm	mcnemar_exact_p_bh_fdr
Qwen3-8B	tulu	head_fro_restore	punctuation	strict	66	0.9393939393939394	0.9393939393939394	0.0	-0.04411764705882353	0.04411764705882353	1	1	1.0	1.0	1.0
Qwen3-8B	tulu	head_fro_restore	punctuation	loose	66	0.9696969696969697	0.9696969696969697	0.0	-0.04411764705882353	0.04411764705882353	1	1	1.0	1.0	1.0
Qwen3-8B	tulu	head_fro_restore	startend	strict	67	0.9104477611940298	0.9104477611940298	0.0	-0.04285714285714286	0.041666666666666664	1	1	1.0	1.0	1.0
Qwen3-8B	tulu	head_fro_restore	startend	loose	67	0.9104477611940298	0.9104477611940298	0.0	-0.04225352112676056	0.04287267080745319	1	1	1.0	1.0	1.0
Qwen3-8B	commonsense	scalar_shrink	arc_challenge	accuracy	1172	0.9146757679180887	0.9197952218430034	0.005119453924914752	-0.0034129692832764505	0.013651877133105802	11	17	0.34492845088243484	1.0	0.7383333326996984
Qwen3-8B	commonsense	scalar_shrink	arc_easy	accuracy	2376	0.9713804713804713	0.9751683501683501	0.0037878787878787845	0.0	0.007575757575757576	6	15	0.0783538818359375	1.0	0.3486307551351826
Qwen3-8B	commonsense	scalar_shrink	boolq	accuracy	3270	0.8804281345565749	0.8880733944954129	0.007645259938838023	0.0021406727828746177	0.01345565749235474	33	58	0.011456340539425671	1.0	0.09451480945026179
Qwen3-8B	commonsense	scalar_shrink	hellaswag	accuracy	10042	0.9425413264289982	0.9407488548097989	-0.0017924716191993761	-0.004879506074487154	0.0011949810794662419	125	107	0.2643360364060425	1.0	0.6344064873745019
Qwen3-8B	commonsense	scalar_shrink	openbookqa	accuracy	500	0.934	0.922	-0.01200000000000001	-0.028	0.002	10	4	0.1795654296875	1.0	0.5515988372093024
Qwen3-8B	commonsense	scalar_shrink	piqa	accuracy	1838	0.9009793253536452	0.9080522306855278	0.00707290533188254	-0.001088139281828074	0.015778019586507073	25	38	0.1299179230225525	1.0	0.4763657177493592
Qwen3-8B	commonsense	scalar_shrink	siqa	accuracy	1954	0.823439099283521	0.827021494370522	0.003582395087000978	-0.006141248720573183	0.01330603889457523	42	49	0.5296020954762451	1.0	0.9000962652729317
Qwen3-8B	commonsense	scalar_shrink	winogrande	accuracy	1267	0.8950276243093923	0.8910812943962115	-0.003946329913180779	-0.01499605367008682	0.007103393843725336	29	24	0.5831321542611763	1.0	0.9425319717854115
Qwen3-8B	commonsense	shape_only	arc_challenge	accuracy	1172	0.9146757679180887	0.8993174061433447	-0.015358361774744034	-0.024744027303754267	-0.005972696245733789	26	8	0.0029350556433200836	1.0	0.027673381779875075
Qwen3-8B	commonsense	shape_only	arc_easy	accuracy	2376	0.9713804713804713	0.9692760942760943	-0.002104377104377053	-0.006734006734006734	0.0025252525252525255	19	14	0.48685024166479707	1.0	0.8781386462882096
Qwen3-8B	commonsense	shape_only	boolq	accuracy	3270	0.8804281345565749	0.8785932721712538	-0.0018348623853210455	-0.00856269113149847	0.004892966360856269	67	61	0.6587012845406399	1.0	1.0
Qwen3-8B	commonsense	shape_only	hellaswag	accuracy	10042	0.9425413264289982	0.9327823142800239	-0.009759012148974344	-0.01314479187412866	-0.00627365066719777	205	107	3.096679813587249e-08	1.179835008976742e-05	7.664282538628442e-07
Qwen3-8B	commonsense	shape_only	openbookqa	accuracy	500	0.934	0.914	-0.020000000000000018	-0.038	-0.002	15	5	0.04138946533203125	1.0	0.22764205932617188
Qwen3-8B	commonsense	shape_only	piqa	accuracy	1838	0.9009793253536452	0.8928182807399347	-0.008161044613710478	-0.018498367791077257	0.001632208922742111	52	37	0.13736797135565199	1.0	0.48139572262688657
Qwen3-8B	commonsense	shape_only	siqa	accuracy	1954	0.823439099283521	0.812691914022518	-0.010747185261003045	-0.02047082906857728	-0.0010235414534288639	60	39	0.0438752935870152	1.0	0.2312648388277806
Qwen3-8B	commonsense	shape_only	winogrande	accuracy	1267	0.8950276243093923	0.877663772691397	-0.017363851617995363	-0.02999210734017364	-0.0055248618784530384	43	21	0.008146902228698568	1.0	0.07013420179488332
Qwen3-8B	commonsense	head_only	arc_challenge	accuracy	1172	0.9146757679180887	0.9215017064846417	0.006825938566553003	-0.0034129692832764505	0.017064846416382253	15	23	0.2558750795433298	1.0	0.6344064873745019
Qwen3-8B	commonsense	head_only	arc_easy	accuracy	2376	0.9713804713804713	0.9768518518518519	0.005471380471380516	0.0008417508417508417	0.010101010101010102	9	22	0.029449373483657837	1.0	0.18511034761156356
Qwen3-8B	commonsense	head_only	boolq	accuracy	3270	0.8804281345565749	0.8868501529051988	0.006422018348623881	-0.0003058103975535168	0.013149847094801223	55	76	0.08016994071057768	1.0	0.3515857330527159
Qwen3-8B	commonsense	head_only	hellaswag	accuracy	10042	0.9425413264289982	0.930691097390958	-0.011850229038040228	-0.015733917546305518	-0.008066122286397132	252	133	1.3507325421010422e-09	5.159798310825981e-07	3.565933911146752e-08
Qwen3-8B	commonsense	head_only	openbookqa	accuracy	500	0.934	0.918	-0.016000000000000014	-0.034	0.002	15	7	0.13380050659179688	1.0	0.47734234784100504
Qwen3-8B	commonsense	head_only	piqa	accuracy	1838	0.9009793253536452	0.9020674646354734	0.0010881392818281599	-0.009249183895538629	0.011425462459194777	44	46	0.9161288770112893	1.0	1.0
Qwen3-8B	commonsense	head_only	siqa	accuracy	1954	0.823439099283521	0.8229273285568065	-0.0005117707267144889	-0.012282497441146366	0.011770726714431934	70	69	1.0	1.0	1.0
Qwen3-8B	commonsense	head_only	winogrande	accuracy	1267	0.8950276243093923	0.861878453038674	-0.03314917127071826	-0.0489344909234412	-0.017363851617995266	74	32	5.541979465701251e-05	0.02033906463912359	0.0007315412894725651
Qwen3-8B	commonsense	tail_only	arc_challenge	accuracy	1172	0.9146757679180887	0.909556313993174	-0.005119453924914641	-0.011092150170648464	0.0008532423208191126	10	4	0.1795654296875	1.0	0.5515988372093024
Qwen3-8B	commonsense	tail_only	arc_easy	accuracy	2376	0.9713804713804713	0.9671717171717171	-0.004208754208754217	-0.007996632996632997	-0.00042087542087542086	15	5	0.04138946533203125	1.0	0.22764205932617188
Qwen3-8B	commonsense	tail_only	boolq	accuracy	3270	0.8804281345565749	0.8755351681957186	-0.004892966360856232	-0.009785932721712538	0.0	40	24	0.05994118956699923	1.0	0.2894720862016061
Qwen3-8B	commonsense	tail_only	hellaswag	accuracy	10042	0.9425413264289982	0.9371639115714001	-0.005377414857598128	-0.007767377016530572	-0.0029874526986656044	100	46	9.236846495694613e-06	0.003436106896398396	0.00014631164849180267
Qwen3-8B	commonsense	tail_only	openbookqa	accuracy	500	0.934	0.926	-0.008000000000000007	-0.02	0.004	7	3	0.34375	1.0	0.7383333326996984
Qwen3-8B	commonsense	tail_only	piqa	accuracy	1838	0.9009793253536452	0.8982589771490751	-0.002720348204570122	-0.009249183895538629	0.003808487486398259	21	16	0.5113757815852296	1.0	0.8804556935119605
Qwen3-8B	commonsense	tail_only	siqa	accuracy	1954	0.823439099283521	0.8172978505629478	-0.0061412487205732	-0.01330603889457523	0.0010235414534288639	33	21	0.13367423536410528	1.0	0.47734234784100504
Qwen3-8B	commonsense	tail_only	winogrande	accuracy	1267	0.8950276243093923	0.8950276243093923	0.0	-0.007892659826361484	0.007892659826361484	14	14	1.0	1.0	1.0
Qwen3-8B	commonsense	hns	arc_challenge	accuracy	1172	0.9146757679180887	0.9104095563139932	-0.00426621160409546	-0.013651877133105802	0.005119453924914676	19	14	0.48685024166479707	1.0	0.8781386462882096
Qwen3-8B	commonsense	hns	arc_easy	accuracy	2376	0.9713804713804713	0.9755892255892256	0.004208754208754217	0.0	0.008838383838383838	9	19	0.08715855330228806	1.0	0.37112674309361365
Qwen3-8B	commonsense	hns	boolq	accuracy	3270	0.8804281345565749	0.8856269113149847	0.005198776758409851	-0.0012232415902140672	0.011926605504587157	54	71	0.15212086696675978	1.0	0.5062173388137553
Qwen3-8B	commonsense	hns	hellaswag	accuracy	10042	0.9425413264289982	0.9337781318462458	-0.008763194582752432	-0.012248556064528978	-0.005277833100975901	204	116	9.934328889667847e-07	0.0003715439004735775	1.710432278394986e-05
Qwen3-8B	commonsense	hns	openbookqa	accuracy	500	0.934	0.916	-0.018000000000000016	-0.034	-0.002	13	4	0.049041748046875	1.0	0.24898118239182693
Qwen3-8B	commonsense	hns	piqa	accuracy	1838	0.9009793253536452	0.8998911860718172	-0.0010881392818280489	-0.010337323177366704	0.008705114254624592	40	38	0.9099464518745243	1.0	1.0
Qwen3-8B	commonsense	hns	siqa	accuracy	1954	0.823439099283521	0.8265097236438076	0.0030706243602866	-0.007164790174002047	0.013318833162742905	52	58	0.6337556480191584	1.0	0.9727412271921966
Qwen3-8B	commonsense	hns	winogrande	accuracy	1267	0.8950276243093923	0.8792423046566693	-0.015785319652723007	-0.02920284135753749	-0.0031570639305445935	46	26	0.024460907328324375	1.0	0.16144198836694088
Qwen3-8B	commonsense	head_fro_restore	arc_challenge	accuracy	1172	0.9146757679180887	0.8993174061433447	-0.015358361774744034	-0.023890784982935155	-0.007679180887372013	22	4	0.0005335211753845215	0.19206762313842773	0.005710118525737041
Qwen3-8B	commonsense	head_fro_restore	arc_easy	accuracy	2376	0.9713804713804713	0.9692760942760943	-0.002104377104377053	-0.006734006734006734	0.0025252525252525255	19	14	0.48685024166479707	1.0	0.8781386462882096
Qwen3-8B	commonsense	head_fro_restore	boolq	accuracy	3270	0.8804281345565749	0.8782874617737003	-0.002140672782874553	-0.008256880733944955	0.003975535168195718	57	50	0.5620926850537895	1.0	0.9197880300880191
Qwen3-8B	commonsense	head_fro_restore	hellaswag	accuracy	10042	0.9425413264289982	0.9342760406293567	-0.008265285799641586	-0.011451902011551484	-0.005078669587731528	174	91	3.82970858211996e-07	0.0001439970426877105	7.22173618342621e-06
Qwen3-8B	commonsense	head_fro_restore	openbookqa	accuracy	500	0.934	0.922	-0.01200000000000001	-0.028	0.004	12	6	0.237884521484375	1.0	0.6322300034081376
Qwen3-8B	commonsense	head_fro_restore	piqa	accuracy	1838	0.9009793253536452	0.8977149075081611	-0.0032644178454841466	-0.011969532100108813	0.00544069640914037	35	29	0.5323087760278421	1.0	0.9008302363548096
Qwen3-8B	commonsense	head_fro_restore	siqa	accuracy	1954	0.823439099283521	0.8183213920163767	-0.0051177072671443335	-0.014841351074718526	0.004605936540429887	51	41	0.3481412903192065	1.0	0.7412040374537945
Qwen3-8B	commonsense	head_fro_restore	winogrande	accuracy	1267	0.8950276243093923	0.8816101026045777	-0.013417521704814583	-0.0244672454617206	-0.0023677979479084454	34	17	0.024092907698449295	1.0	0.16144198836694088
Llama-3.1-8B-Instruct	magicoder	scalar_shrink	humaneval	accuracy	164	0.573170731707317	0.6341463414634146	0.060975609756097615	0.018292682926829267	0.10365853658536585	2	12	0.012939453125	1.0	0.09488932291666667
Llama-3.1-8B-Instruct	magicoder	scalar_shrink	mbpp	accuracy	257	0.6186770428015564	0.642023346303502	0.023346303501945553	0.0	0.04669260700389105	2	8	0.109375	1.0	0.4375
Llama-3.1-8B-Instruct	magicoder	shape_only	humaneval	accuracy	164	0.573170731707317	0.6097560975609756	0.03658536585365857	-0.006097560975609756	0.08536585365853659	5	11	0.210113525390625	1.0	0.5943211146763393
Llama-3.1-8B-Instruct	magicoder	shape_only	mbpp	accuracy	257	0.6186770428015564	0.642023346303502	0.023346303501945553	-0.011673151750972763	0.058365758754863814	7	13	0.26317596435546875	1.0	0.6344064873745019
Llama-3.1-8B-Instruct	magicoder	head_only	humaneval	accuracy	164	0.573170731707317	0.6463414634146342	0.07317073170731714	0.012195121951219513	0.13414634146341464	8	20	0.03569813817739487	1.0	0.21099198086937862
Llama-3.1-8B-Instruct	magicoder	head_only	mbpp	accuracy	257	0.6186770428015564	0.6342412451361867	0.015564202334630295	-0.01556420233463035	0.05058365758754864	8	12	0.5034446716308594	1.0	0.8781386462882096
Llama-3.1-8B-Instruct	magicoder	tail_only	humaneval	accuracy	164	0.573170731707317	0.5609756097560976	-0.012195121951219412	-0.03048780487804878	0.0	2	0	0.5	1.0	0.8781386462882096
Llama-3.1-8B-Instruct	magicoder	tail_only	mbpp	accuracy	257	0.6186770428015564	0.6186770428015564	0.0	-0.011673151750972763	0.011673151750972763	1	1	1.0	1.0	1.0
Llama-3.1-8B-Instruct	magicoder	hns	humaneval	accuracy	164	0.573170731707317	0.6341463414634146	0.060975609756097615	0.006097560975609756	0.12195121951219512	7	17	0.06391465663909912	1.0	0.2978178879310345
Llama-3.1-8B-Instruct	magicoder	hns	mbpp	accuracy	257	0.6186770428015564	0.6381322957198443	0.01945525291828787	-0.01556420233463035	0.054474708171206226	9	14	0.4048728942871094	1.0	0.8016483306884765
Llama-3.1-8B-Instruct	magicoder	head_fro_restore	humaneval	accuracy	164	0.573170731707317	0.6280487804878049	0.054878048780487854	0.018292682926829267	0.0975609756097561	1	10	0.01171875	1.0	0.09470663265306123
Llama-3.1-8B-Instruct	magicoder	head_fro_restore	mbpp	accuracy	257	0.6186770428015564	0.6342412451361867	0.015564202334630295	-0.011673151750972763	0.04669260700389105	5	9	0.4239501953125	1.0	0.8229621438419118
Llama-3.1-8B-Instruct	metamath	scalar_shrink	gsm8k	accuracy	1319	0.7740712661106899	0.77710386656558	0.0030326004548900665	-0.009855951478392721	0.01592115238817286	34	38	0.723948145746914	1.0	1.0
Llama-3.1-8B-Instruct	metamath	shape_only	gsm8k	accuracy	1319	0.7740712661106899	0.7930250189537529	0.018953752843063	0.001516300227445034	0.0356330553449583	51	76	0.03278956169303341	1.0	0.19976409892986507
Llama-3.1-8B-Instruct	metamath	head_only	gsm8k	accuracy	1319	0.7740712661106899	0.7945413191811979	0.020470053070507976	0.001516300227445034	0.039423805913570885	70	97	0.0439023853580117	1.0	0.2312648388277806
Llama-3.1-8B-Instruct	metamath	tail_only	gsm8k	accuracy	1319	0.7740712661106899	0.7763457164518575	0.0022744503411675776	-0.009097801364670205	0.014404852160727824	30	33	0.8013064925040662	1.0	1.0
Llama-3.1-8B-Instruct	metamath	hns	gsm8k	accuracy	1319	0.7740712661106899	0.8066717210007581	0.03260045489006824	0.014404852160727824	0.05079605761940864	51	94	0.00044643117718957303	0.16116165496543586	0.004910742949085303
Llama-3.1-8B-Instruct	metamath	head_fro_restore	gsm8k	accuracy	1319	0.7740712661106899	0.7884761182714177	0.014404852160727843	-0.001516300227445034	0.029567854435178165	44	63	0.08135304820596587	1.0	0.3515857330527159
Llama-3.1-8B-Instruct	tulu	scalar_shrink	all	prompt_strict	541	0.6229205175600739	0.6451016635859519	0.02218114602587795	-0.0036968576709796672	0.04805914972273567	19	31	0.11892045255943628	1.0	0.45281249243785354
Llama-3.1-8B-Instruct	tulu	scalar_shrink	all	prompt_loose	541	0.6728280961182994	0.6987060998151571	0.025878003696857665	0.0018484288354898336	0.04990757855822551	16	30	0.054076031858869555	1.0	0.2676763577014043
Llama-3.1-8B-Instruct	tulu	scalar_shrink	all	instruction_strict	834	0.7302158273381295	0.7422062350119905	0.011990407673860948	-0.007290400972053463	0.03161592505854801	31	41	0.28878428041410487	1.0	0.6471216037015375
Llama-3.1-8B-Instruct	tulu	scalar_shrink	all	instruction_loose	834	0.7757793764988009	0.7877697841726619	0.011990407673860948	-0.005995203836930456	0.030338425133962454	27	37	0.2604354765766535	1.0	0.6344064873745019
Llama-3.1-8B-Instruct	tulu	scalar_shrink	change_case	strict	89	0.8651685393258427	0.8089887640449438	-0.0561797752808989	-0.13253012048192772	0.0125	8	3	0.2265625	1.0	0.6103316326530612
Llama-3.1-8B-Instruct	tulu	scalar_shrink	change_case	loose	89	0.898876404494382	0.8539325842696629	-0.0449438202247191	-0.10975609756097561	0.01282051282051282	6	2	0.2890625	1.0	0.6471216037015375
Llama-3.1-8B-Instruct	tulu	scalar_shrink	combination	strict	65	0.676923076923077	0.7230769230769231	0.0461538461538461	-0.01639344262295082	0.11666666666666667	1	4	0.375	1.0	0.7654639175257731
Llama-3.1-8B-Instruct	tulu	scalar_shrink	combination	loose	65	0.6923076923076923	0.7384615384615385	0.04615384615384621	-0.01639344262295082	0.11864406779661017	1	4	0.375	1.0	0.7654639175257731
Llama-3.1-8B-Instruct	tulu	scalar_shrink	detectable_content	strict	53	0.660377358490566	0.7547169811320755	0.09433962264150952	-0.01694915254237288	0.20454545454545456	2	7	0.1796875	1.0	0.5515988372093024
Llama-3.1-8B-Instruct	tulu	scalar_shrink	detectable_content	loose	53	0.7358490566037735	0.7735849056603774	0.037735849056603876	-0.09090909090909091	0.16666666666666666	5	7	0.7744140625	1.0	1.0
Llama-3.1-8B-Instruct	tulu	scalar_shrink	detectable_format	strict	157	0.7070063694267515	0.7579617834394905	0.05095541401273895	0.011904761904761904	0.09558823529411764	2	10	0.03857421875	1.0	0.21821986607142857
Llama-3.1-8B-Instruct	tulu	scalar_shrink	detectable_format	loose	157	0.7452229299363057	0.7770700636942676	0.03184713375796189	-0.006211180124223602	0.07006369426751592	2	7	0.1796875	1.0	0.5515988372093024
Llama-3.1-8B-Instruct	tulu	scalar_shrink	keywords	strict	163	0.7239263803680982	0.7484662576687117	0.024539877300613466	-0.01744186046511628	0.06703995775991278	5	9	0.4239501953125	1.0	0.8229621438419118
Llama-3.1-8B-Instruct	tulu	scalar_shrink	keywords	loose	163	0.7791411042944786	0.8159509202453987	0.036809815950920144	-0.006493506493506494	0.08280254777070063	5	11	0.210113525390625	1.0	0.5943211146763393
Llama-3.1-8B-Instruct	tulu	scalar_shrink	language	strict	31	0.0	0.0	0.0	0.0	0.0	0	0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	scalar_shrink	language	loose	31	0.0	0.0	0.0	0.0	0.0	0	0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	scalar_shrink	length_constraints	strict	143	0.6993006993006993	0.6503496503496503	-0.04895104895104896	-0.10526315789473684	0.006994238156209969	12	5	0.143463134765625	1.0	0.48556753305288464
Llama-3.1-8B-Instruct	tulu	scalar_shrink	length_constraints	loose	143	0.7902097902097902	0.7692307692307693	-0.020979020979020935	-0.06722689075630252	0.025003930817610008	7	4	0.548828125	1.0	0.9093553870292888
Llama-3.1-8B-Instruct	tulu	scalar_shrink	punctuation	strict	66	0.9545454545454546	0.9696969696969697	0.015151515151515138	-0.03389830508474576	0.06896551724137931	1	2	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	scalar_shrink	punctuation	loose	66	0.9848484848484849	0.9696969696969697	-0.015151515151515138	-0.05	0.0	1	0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	scalar_shrink	startend	strict	67	0.9104477611940298	0.9253731343283582	0.014925373134328401	0.0	0.05063827504827283	0	1	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	scalar_shrink	startend	loose	67	0.9104477611940298	0.9402985074626866	0.029850746268656803	0.0	0.07692307692307693	0	2	0.5	1.0	0.8781386462882096
Llama-3.1-8B-Instruct	tulu	shape_only	all	prompt_strict	541	0.6229205175600739	0.6451016635859519	0.02218114602587795	-0.0073937153419593345	0.051756007393715345	27	39	0.1752857944430353	1.0	0.5515988372093024
Llama-3.1-8B-Instruct	tulu	shape_only	all	prompt_loose	541	0.6728280961182994	0.7024029574861368	0.02957486136783738	0.0018484288354898336	0.05730129390018484	23	39	0.05589722669971113	1.0	0.2732753305319211
Llama-3.1-8B-Instruct	tulu	shape_only	all	instruction_strict	834	0.7302158273381295	0.7458033573141487	0.015587529976019199	-0.007100802041560335	0.038019529443656004	38	51	0.20311681873649556	1.0	0.5943211146763393
Llama-3.1-8B-Instruct	tulu	shape_only	all	instruction_loose	834	0.7757793764988009	0.790167865707434	0.014388489208633115	-0.006188310513207455	0.03537735849056604	35	47	0.22424452830608177	1.0	0.6103316326530612
Llama-3.1-8B-Instruct	tulu	shape_only	change_case	strict	89	0.8651685393258427	0.7865168539325843	-0.0786516853932584	-0.15294117647058825	-0.011111111111111112	9	2	0.0654296875	1.0	0.2978178879310345
Llama-3.1-8B-Instruct	tulu	shape_only	change_case	loose	89	0.898876404494382	0.8539325842696629	-0.0449438202247191	-0.10810810810810811	0.01282051282051282	6	2	0.2890625	1.0	0.6471216037015375
Llama-3.1-8B-Instruct	tulu	shape_only	combination	strict	65	0.676923076923077	0.6923076923076923	0.01538461538461533	-0.05263157894736842	0.08571428571428572	2	3	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	shape_only	combination	loose	65	0.6923076923076923	0.6923076923076923	0.0	-0.07575757575757576	0.07462686567164178	3	3	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	shape_only	detectable_content	strict	53	0.660377358490566	0.7924528301886793	0.1320754716981133	0.0	0.2608695652173913	3	10	0.09228515625	1.0	0.3842010498046875
Llama-3.1-8B-Instruct	tulu	shape_only	detectable_content	loose	53	0.7358490566037735	0.8113207547169812	0.07547169811320764	-0.05357142857142857	0.2037037037037037	4	8	0.3876953125	1.0	0.7714941896984925
Llama-3.1-8B-Instruct	tulu	shape_only	detectable_format	strict	157	0.7070063694267515	0.7515923566878981	0.0445859872611466	0.0	0.09289935188715208	4	11	0.11846923828125	1.0	0.45281249243785354
Llama-3.1-8B-Instruct	tulu	shape_only	detectable_format	loose	157	0.7452229299363057	0.7898089171974523	0.0445859872611466	0.0	0.09395973154362416	4	11	0.11846923828125	1.0	0.45281249243785354
Llama-3.1-8B-Instruct	tulu	shape_only	keywords	strict	163	0.7239263803680982	0.7668711656441718	0.042944785276073594	-0.006025009127418765	0.09395973154362416	5	12	0.143463134765625	1.0	0.48556753305288464
Llama-3.1-8B-Instruct	tulu	shape_only	keywords	loose	163	0.7791411042944786	0.8159509202453987	0.036809815950920144	-0.016216216216216217	0.08982035928143713	7	13	0.26317596435546875	1.0	0.6344064873745019
Llama-3.1-8B-Instruct	tulu	shape_only	language	strict	31	0.0	0.0	0.0	0.0	0.0	0	0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	shape_only	language	loose	31	0.0	0.0	0.0	0.0	0.0	0	0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	shape_only	length_constraints	strict	143	0.6993006993006993	0.6923076923076923	-0.006993006993006978	-0.07042253521126761	0.05517347154643536	11	10	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	shape_only	length_constraints	loose	143	0.7902097902097902	0.7902097902097902	0.0	-0.0547945205479452	0.05555555555555555	8	8	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	shape_only	punctuation	strict	66	0.9545454545454546	0.9696969696969697	0.015151515151515138	-0.03389830508474576	0.07042253521126761	1	2	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	shape_only	punctuation	loose	66	0.9848484848484849	0.9848484848484849	0.0	0.0	0.0	0	0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	shape_only	startend	strict	67	0.9104477611940298	0.8805970149253731	-0.02985074626865669	-0.09090909090909091	0.02857142857142857	3	1	0.625	1.0	0.9630350194552529
Llama-3.1-8B-Instruct	tulu	shape_only	startend	loose	67	0.9104477611940298	0.8955223880597015	-0.01492537313432829	-0.0821917808219178	0.04918032786885246	3	2	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	head_only	all	prompt_strict	541	0.6229205175600739	0.6635859519408502	0.0406654343807763	0.0073937153419593345	0.07393715341959335	29	51	0.018316097516916315	1.0	0.12952097529819392
Llama-3.1-8B-Instruct	tulu	head_only	all	prompt_loose	541	0.6728280961182994	0.7153419593345656	0.04251386321626616	0.012892791127541632	0.07393715341959335	25	48	0.009542211425865475	1.0	0.08039820690729209
Llama-3.1-8B-Instruct	tulu	head_only	all	instruction_strict	834	0.7302158273381295	0.7637889688249401	0.033573141486810565	0.010416365606936416	0.05765096905814343	38	66	0.007799616184889367	1.0	0.06863662242702644
Llama-3.1-8B-Instruct	tulu	head_only	all	instruction_loose	834	0.7757793764988009	0.8033573141486811	0.027577937649880147	0.004842468621084406	0.04994054696789536	35	58	0.02201858837392333	1.0	0.15297124554515154
Llama-3.1-8B-Instruct	tulu	head_only	change_case	strict	89	0.8651685393258427	0.8539325842696629	-0.011235955056179803	-0.0963855421686747	0.07526881720430108	8	7	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	head_only	change_case	loose	89	0.898876404494382	0.9325842696629213	0.0337078651685393	-0.03922213622291021	0.10715245775729632	4	7	0.548828125	1.0	0.9093553870292888
Llama-3.1-8B-Instruct	tulu	head_only	combination	strict	65	0.676923076923077	0.7076923076923077	0.03076923076923077	-0.04477611940298507	0.10639007092198571	2	4	0.6875	1.0	1.0
Llama-3.1-8B-Instruct	tulu	head_only	combination	loose	65	0.6923076923076923	0.7230769230769231	0.03076923076923077	-0.04477611940298507	0.1076923076923077	2	4	0.6875	1.0	1.0
Llama-3.1-8B-Instruct	tulu	head_only	detectable_content	strict	53	0.660377358490566	0.7358490566037735	0.07547169811320753	-0.07142857142857142	0.22038606403013114	6	10	0.454498291015625	1.0	0.8570539202008929
Llama-3.1-8B-Instruct	tulu	head_only	detectable_content	loose	53	0.7358490566037735	0.7735849056603774	0.037735849056603876	-0.1014554163596168	0.17649430740037916	6	8	0.79052734375	1.0	1.0
Llama-3.1-8B-Instruct	tulu	head_only	detectable_format	strict	157	0.7070063694267515	0.7579617834394905	0.05095541401273895	0.0	0.10389985736806541	5	13	0.09625244140625	1.0	0.3929481113079897
Llama-3.1-8B-Instruct	tulu	head_only	detectable_format	loose	157	0.7452229299363057	0.7834394904458599	0.03821656050955424	-0.011976047904191617	0.08974358974358974	5	11	0.210113525390625	1.0	0.5943211146763393
Llama-3.1-8B-Instruct	tulu	head_only	keywords	strict	163	0.7239263803680982	0.7607361963190185	0.036809815950920255	-0.016483516483516484	0.09155063971615954	7	13	0.26317596435546875	1.0	0.6344064873745019
Llama-3.1-8B-Instruct	tulu	head_only	keywords	loose	163	0.7791411042944786	0.803680981595092	0.024539877300613466	-0.03290018299058905	0.08333333333333333	10	14	0.5412561893463135	1.0	0.9093553870292888
Llama-3.1-8B-Instruct	tulu	head_only	language	strict	31	0.0	0.0	0.0	0.0	0.0	0	0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	head_only	language	loose	31	0.0	0.0	0.0	0.0	0.0	0	0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	head_only	length_constraints	strict	143	0.6993006993006993	0.7482517482517482	0.04895104895104896	-0.0136986301369863	0.11333333333333333	8	15	0.21003961563110352	1.0	0.5943211146763393
Llama-3.1-8B-Instruct	tulu	head_only	length_constraints	loose	143	0.7902097902097902	0.8321678321678322	0.04195804195804198	-0.012580606639598757	0.09770222971221156	6	12	0.237884521484375	1.0	0.6322300034081376
Llama-3.1-8B-Instruct	tulu	head_only	punctuation	strict	66	0.9545454545454546	0.9696969696969697	0.015151515151515138	-0.034482758620689655	0.06896551724137931	1	2	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	head_only	punctuation	loose	66	0.9848484848484849	0.9696969696969697	-0.015151515151515138	-0.05084745762711865	0.0	1	0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	head_only	startend	strict	67	0.9104477611940298	0.9253731343283582	0.014925373134328401	-0.03389830508474576	0.0684931506849315	1	2	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	head_only	startend	loose	67	0.9104477611940298	0.9253731343283582	0.014925373134328401	-0.03333333333333333	0.06779661016949153	1	2	1.0	1.0	1.0
