base	train_task	seed	method	eval_task	score	samples	metric	metrics_path	metrics_sha256	reused	origin	predictions_sha256	scored_sha256	actual_directory
Qwen3-8B	magicoder	43	hns_f4_s1	tulu	71.34935304990758	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/magicoder__seed43__hns_f4_s1/metrics.json	d176c74b2c81b707554524be1ca83999596dbe94befa307ca565ccda56407a3b	True	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/magicoder__seed43__hns_f4_s1
Qwen3-8B	metamath	43	original_lora	tulu	67.65249537892791	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/metamath__seed43__original_lora/metrics.json	d14e4b0982b074319960832e4f153acf1c627c2017e35be88ff142fd7b5027e1	True	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/metamath__seed43__original_lora
Qwen3-8B	metamath	43	hns_f4_s1	tulu	72.08872458410352	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/metamath__seed43__hns_f4_s1/metrics.json	f5c3c3803a9fdd88ec7652a56fd58979031c0682d04d3922d6fda176b0921a99	True	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/metamath__seed43__hns_f4_s1
Qwen3-8B	tulu	43	original_lora	tulu	66.17375231053605	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/tulu__seed43__original_lora/metrics.json	56e8ba53e0b2ae34126c3032acaef00b3747658b0d69cdc0527f6bc6c270c99c	True	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/tulu__seed43__original_lora
Qwen3-8B	tulu	43	hns_f4_s1	tulu	72.45841035120148	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/tulu__seed43__hns_f4_s1/metrics.json	a5e042d2f0e48638126beb795c9d1efe49f0974e5cb49069f902185d0477580d	True	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/tulu__seed43__hns_f4_s1
Qwen3-8B	magicoder	44	original_lora	tulu	68.02218114602587	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/magicoder__seed44__original_lora/metrics.json	2e9511a2bdb6342970b6ca64a129ff5fc150efac26a8dbcfda62b18f11944bb0	True	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/magicoder__seed44__original_lora
Qwen3-8B	magicoder	44	hns_f4_s1	tulu	70.97966728280961	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/magicoder__seed44__hns_f4_s1/metrics.json	8800ac34a5b4e18dac66273574080999099bad4cd7de63291aa3990b7dda4f2b	True	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/magicoder__seed44__hns_f4_s1
Qwen3-8B	metamath	44	original_lora	tulu	66.72828096118299	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/metamath__seed44__original_lora/metrics.json	fcfb05c70e4bc58f77222367b5b1e75e28c6bff6b21c4dd04d622de3ccbc4773	True	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/metamath__seed44__original_lora
Qwen3-8B	metamath	44	hns_f4_s1	tulu	70.60998151571165	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/metamath__seed44__hns_f4_s1/metrics.json	28ad1bee99d28c5d6525dda9c79124352c2a6cded30520ed4dcdba90bce551b2	True	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/metamath__seed44__hns_f4_s1
Qwen3-8B	tulu	44	original_lora	tulu	66.91312384473198	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/tulu__seed44__original_lora/metrics.json	c1e22439f74761111cdbd189002bb69905ef867f754175360b608877ff21cd25	True	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/tulu__seed44__original_lora
Qwen3-8B	tulu	44	hns_f4_s1	tulu	70.97966728280961	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/tulu__seed44__hns_f4_s1/metrics.json	9655711e367355951837ddf8b7d2bc07a21c904cafb0a73c31e3b114791bb26d	True	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/tulu__seed44__hns_f4_s1
Qwen3-8B	magicoder	43	original_lora	commonsense	83.80252203736919	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/magicoder__seed43__original_lora/metrics.json	0903c25e0b06eb78a367e6b527ad966e4a00c109a474639732c20c14656adf6c	True	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/magicoder__seed43__original_lora
Qwen3-8B	magicoder	43	hns_f4_s1	commonsense	83.4453448407783	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/magicoder__seed43__hns_f4_s1/metrics.json	df0996b528de3070da7d1f41e8703e7d2c255e5ae5797793c4e07fd919bac968	True	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/magicoder__seed43__hns_f4_s1
Qwen3-8B	metamath	43	original_lora	commonsense	83.41748043941848	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/metamath__seed43__original_lora/metrics.json	6ea67ce434c2240c9623715385d73591a1114e37300918c4354aafc40589502f	True	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/metamath__seed43__original_lora
Qwen3-8B	metamath	43	hns_f4_s1	commonsense	84.6918197379783	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/metamath__seed43__hns_f4_s1/metrics.json	b95997cc4ec2358a1fefe1594a84a9da40cd67c43d4e32724aef45a493a79964	True	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/metamath__seed43__hns_f4_s1
Qwen3-8B	tulu	43	original_lora	commonsense	84.50849771986391	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/tulu__seed43__original_lora/metrics.json	8811415c5411d2636de6c6751935ba81cdcaf8725850b6fcb37e8ba7a34816a4	True	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/tulu__seed43__original_lora
Qwen3-8B	tulu	43	hns_f4_s1	commonsense	84.60833296815858	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/tulu__seed43__hns_f4_s1/metrics.json	ec83955879de3e559be8d2a485072b7b35cd2039564ffe1a0475938f19a9f8ee	True	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/tulu__seed43__hns_f4_s1
Qwen3-8B	magicoder	44	original_lora	commonsense	83.55814378780792	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/magicoder__seed44__original_lora/metrics.json	fd12919d83bf0bdf4c79d96a5c141f39523d8f491d206627f14f7cf9d42fb0d8	True	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/magicoder__seed44__original_lora
Qwen3-8B	magicoder	44	hns_f4_s1	commonsense	83.48186533343954	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/magicoder__seed44__hns_f4_s1/metrics.json	e2e8c6332c578f5261147179db960057f9b15a70f9c7def75172ddbd091cb780	True	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/magicoder__seed44__hns_f4_s1
Qwen3-8B	metamath	44	original_lora	commonsense	82.96161534896042	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/metamath__seed44__original_lora/metrics.json	58b3fc03df20ed180adf238e613f9160e71a352175623f9d73a27b2d3f776fb5	True	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/metamath__seed44__original_lora
Qwen3-8B	metamath	44	hns_f4_s1	commonsense	84.48500083338453	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/metamath__seed44__hns_f4_s1/metrics.json	80c58b5c34e05b0d53c6aa33a381476b742cecbbc7941f79404454a2caf206ac	True	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/metamath__seed44__hns_f4_s1
Qwen3-8B	tulu	44	original_lora	commonsense	84.36361898487202	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/tulu__seed44__original_lora/metrics.json	4f59b7f274cf8671c7e119d6f60e660ba8b5e1ad7cf3fcb61df8b307ec51aee5	True	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/tulu__seed44__original_lora
Qwen3-8B	tulu	44	hns_f4_s1	commonsense	84.53963147881997	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/tulu__seed44__hns_f4_s1/metrics.json	4d40a38771d83b0f244124a27b2caabb245c19c76bd6bbcefc6b9fa4c78a8e63	True	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/tulu__seed44__hns_f4_s1
Llama-3.1-8B-Instruct	base		base	magicoder	52.4390243902439	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/base/metrics.json	c0a3532719cb932e43cdae7fc6c89922062acaf7060dfca4670fe4f913fc6bcd	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/base
Llama-3.1-8B-Instruct	magicoder	43	original_lora	magicoder	56.09756097560976	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed43__original_lora/metrics.json	922d4442c0cca47c188834d0437c8548c5b19a11e28b98ba6617ea9455d588d4	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed43__original_lora
Llama-3.1-8B-Instruct	magicoder	43	hns_f4_s1	magicoder	55.487804878048784	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed43__hns_f4_s1/metrics.json	d8dd096b2e8f1137619d69656746992ac5748f422c4fafc43329a273d1cafe9d	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed43__hns_f4_s1
Llama-3.1-8B-Instruct	metamath	43	original_lora	magicoder	53.65853658536586	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed43__original_lora/metrics.json	0b52b88324a25628a8c047415a861d6605285dffc81cac38b621438bd965f024	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed43__original_lora
Llama-3.1-8B-Instruct	metamath	43	hns_f4_s1	magicoder	53.65853658536586	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed43__hns_f4_s1/metrics.json	0ed30c4c2d3dc265498509356756fe7e5fb502f85b3438fdf17ce38bd7163c8a	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed43__hns_f4_s1
Llama-3.1-8B-Instruct	tulu	43	original_lora	magicoder	64.02439024390245	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed43__original_lora/metrics.json	d0d4986dde6331ca8d14fe51aeb7c81f3e36a9bf214424f232a3d7c7b53e7e8a	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed43__original_lora
Llama-3.1-8B-Instruct	tulu	43	hns_f4_s1	magicoder	63.41463414634146	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed43__hns_f4_s1/metrics.json	cce495dd9a022174f50364e486284adc228be4be832ae5feefc650a64636f4af	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed43__hns_f4_s1
Llama-3.1-8B-Instruct	magicoder	44	original_lora	magicoder	53.65853658536586	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed44__original_lora/metrics.json	8d7106f004b93928772511796adbca164d7bb345a7858de766ab7652873c9e9c	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed44__original_lora
Llama-3.1-8B-Instruct	magicoder	44	hns_f4_s1	magicoder	53.65853658536586	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed44__hns_f4_s1/metrics.json	ef3f5b1b1ff5a62eef7b3a89c4d295f1271359d2bcab94fdb187f30dd9af8f23	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed44__hns_f4_s1
Llama-3.1-8B-Instruct	metamath	44	original_lora	magicoder	55.487804878048784	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed44__original_lora/metrics.json	18f858af43cac9a34bba2fffba9875d38d13573d054a1cc378bd7a87d591be6f	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed44__original_lora
Llama-3.1-8B-Instruct	metamath	44	hns_f4_s1	magicoder	53.65853658536586	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed44__hns_f4_s1/metrics.json	dd6d4a8761dc2ff2fa2c0a541867c30f303cc82634173a0a54fca564aeff2f66	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed44__hns_f4_s1
Llama-3.1-8B-Instruct	tulu	44	original_lora	magicoder	64.02439024390245	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed44__original_lora/metrics.json	d54473c850e9d1fc0a7782bf04061c916f94b16d1a23a2c9f77e888f47c740ed	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed44__original_lora
Llama-3.1-8B-Instruct	tulu	44	hns_f4_s1	magicoder	62.80487804878049	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed44__hns_f4_s1/metrics.json	8d3aa7d33f828fbce8fa93c7b8238ea1e1bd3ee9f776de53b8467e73f07306e7	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed44__hns_f4_s1
Llama-3.1-8B-Instruct	magicoder	42	original_lora	magicoder	53.65853658536586	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed42__original_lora/metrics.json	16e93df240fd877999d0e6b4dbc6c73738bb0030934f37e19b15ac55c8ff0579	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed42__original_lora
Llama-3.1-8B-Instruct	magicoder	42	hns_f4_s1	magicoder	54.87804878048781	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed42__hns_f4_s1/metrics.json	bbb66ce22cc7a0e3a4be028258edea1304a1845a48fd1243a6078c2345eb3d45	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed42__hns_f4_s1
Llama-3.1-8B-Instruct	metamath	42	original_lora	magicoder	54.268292682926834	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed42__original_lora/metrics.json	e5c5c01c46577e5319e2f17f1f58338784bba1efbc163ab8ff7d2c5c2cb4dffe	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed42__original_lora
Llama-3.1-8B-Instruct	metamath	42	hns_f4_s1	magicoder	61.58536585365854	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed42__hns_f4_s1/metrics.json	ca222a5703bf377fd72e8ee1c9b3ce3860c665e988e52b7ab3ef8e968b82d064	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed42__hns_f4_s1
Llama-3.1-8B-Instruct	tulu	42	original_lora	magicoder	63.41463414634146	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed42__original_lora/metrics.json	fa0cd87f5585116df23c38d807aecbccad0f8fcece383b344fcd16e575ef7503	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed42__original_lora
Llama-3.1-8B-Instruct	tulu	42	hns_f4_s1	magicoder	62.80487804878049	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed42__hns_f4_s1/metrics.json	a347e5f884cb94b7ecd7fa8a71a13b5e704e5278dd5e044c19f95e07b9af9261	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed42__hns_f4_s1
Llama-3.1-8B-Instruct	base		base	metamath	62.39575435936315	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/base/metrics.json	6f3a57d4ccd0c7cdeb9fde5d6f5c4dc1dde5dbdfba18ba14099b443b71a9abfa	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/base
Llama-3.1-8B-Instruct	magicoder	43	original_lora	metamath	63.76042456406369	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed43__original_lora/metrics.json	d096b66f827828b8f5559d1164cf84b28da860e0e9d96f80fa7ba89dcdd26cb8	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed43__original_lora
Llama-3.1-8B-Instruct	magicoder	43	hns_f4_s1	metamath	68.6125852918878	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed43__hns_f4_s1/metrics.json	0ef0e11b95788c2d4c48913e7c7cb9b776b6a39ac120d0c0a011eba13bbe3d0d	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed43__hns_f4_s1
Llama-3.1-8B-Instruct	metamath	43	original_lora	metamath	75.05686125852918	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed43__original_lora/metrics.json	7d7b6a53e9800d31df63885238ee0132d16a76554b4dc0246cd26738d5abb40e	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed43__original_lora
Llama-3.1-8B-Instruct	metamath	43	hns_f4_s1	metamath	78.39272175890827	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed43__hns_f4_s1/metrics.json	8916c2d77400176e92478bd40d9e2a9598a622a6ec0fd41e2ea18b7ae883f16c	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed43__hns_f4_s1
Llama-3.1-8B-Instruct	tulu	43	original_lora	metamath	64.89764973464746	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed43__original_lora/metrics.json	5ffbbcd29e396e13fb19279312d0402f93130915cc9561654ee2946b61c1199f	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed43__original_lora
Llama-3.1-8B-Instruct	tulu	43	hns_f4_s1	metamath	67.24791508718727	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed43__hns_f4_s1/metrics.json	9ac5252a74ddd073cf6c4db70d1210cfccb367e47c7687a6b7fe0e1dc9842c80	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed43__hns_f4_s1
Llama-3.1-8B-Instruct	magicoder	44	original_lora	metamath	65.50416982562547	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed44__original_lora/metrics.json	ba3c3b78640f5740e0192ee70b3dd59d96d4fcc4972ed524118a7dfc315124ee	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed44__original_lora
Llama-3.1-8B-Instruct	magicoder	44	hns_f4_s1	metamath	69.74981046247157	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed44__hns_f4_s1/metrics.json	261f8a55d48b2499c835a0cd6f2b56fd41bb1f33832364cc5624be80022e5d58	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed44__hns_f4_s1
Llama-3.1-8B-Instruct	metamath	44	original_lora	metamath	74.45034116755117	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed44__original_lora/metrics.json	e9cae954d628f17ee4763de5f2ab938de464e791e15ee40c10e15ad8a2dcf963	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed44__original_lora
Llama-3.1-8B-Instruct	metamath	44	hns_f4_s1	metamath	78.99924184988627	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed44__hns_f4_s1/metrics.json	fa7db7901e3236f18d045b04327da8829832aeeca4e46aa38fa8e5c342254abb	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed44__hns_f4_s1
