checkpoint	base	task	seed	comparison	target	off_score	forgetting_gap
Llama-3.1-8B-Instruct/magicoder/seed44	Llama-3.1-8B-Instruct	magicoder	44	hns_f4_s1 minus para_e95	-1.2195121951219505	4.730959891088489	-3.0807147258163896
Llama-3.1-8B-Instruct/metamath/seed42	Llama-3.1-8B-Instruct	metamath	42	hns_f4_s1 minus para_e95	4.094010614101592	4.793003637632722	-2.5572312799091534
Llama-3.1-8B-Instruct/metamath/seed43	Llama-3.1-8B-Instruct	metamath	43	hns_f4_s1 minus para_e95	2.9567854435178162	3.581049331539532	-3.631139515026059
Llama-3.1-8B-Instruct/metamath/seed44	Llama-3.1-8B-Instruct	metamath	44	hns_f4_s1 minus para_e95	3.335860500379084	2.9558345374044634	-3.5949311413742153
Llama-3.1-8B-Instruct/tulu/seed42	Llama-3.1-8B-Instruct	tulu	42	hns_f4_s1 minus para_e95	0.0	3.9655700347014218	-2.9557818852657243
Llama-3.1-8B-Instruct/tulu/seed43	Llama-3.1-8B-Instruct	tulu	43	hns_f4_s1 minus para_e95	2.7726432532347474	1.012573774399442	0.0
Llama-3.1-8B-Instruct/tulu/seed44	Llama-3.1-8B-Instruct	tulu	44	hns_f4_s1 minus para_e95	2.2181146025877965	-1.7076756639793018	0.0
Qwen3-8B/magicoder/seed42	Qwen3-8B	magicoder	42	hns_f4_s1 minus para_e95	8.536585365853654	3.1752052432037488	-1.5560061791803435
Qwen3-8B/magicoder/seed43	Qwen3-8B	magicoder	43	hns_f4_s1 minus para_e95	12.195121951219512	4.358042266348235	-2.8925085145910003
Qwen3-8B/magicoder/seed44	Qwen3-8B	magicoder	44	hns_f4_s1 minus para_e95	8.536585365853654	3.3716967101745468	-1.7834512132970985
Qwen3-8B/metamath/seed42	Qwen3-8B	metamath	42	hns_f4_s1 minus para_e95	3.6391205458680815	2.7695273510113907	-0.8994184211712763
Qwen3-8B/metamath/seed43	Qwen3-8B	metamath	43	hns_f4_s1 minus para_e95	3.563305534495825	7.557374100496816	-4.139428640127439
Qwen3-8B/metamath/seed44	Qwen3-8B	metamath	44	hns_f4_s1 minus para_e95	4.018195602729335	10.801108556811307	-9.620846670573918
Qwen3-8B/tulu/seed42	Qwen3-8B	tulu	42	hns_f4_s1 minus para_e95	1.6635859519408456	-0.311251048337283	0.0
Qwen3-8B/tulu/seed43	Qwen3-8B	tulu	43	hns_f4_s1 minus para_e95	2.9574861367837286	-0.08010326285990743	0.0
Qwen3-8B/tulu/seed44	Qwen3-8B	tulu	44	hns_f4_s1 minus para_e95	3.14232902033271	-1.8097983291989692	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	Llama-3.1-8B-Instruct	magicoder	42	hns_f4_s1 minus para_e99	1.2195121951219505	4.23420727774851	-3.8298605504298378
Llama-3.1-8B-Instruct/magicoder/seed43	Llama-3.1-8B-Instruct	magicoder	43	hns_f4_s1 minus para_e99	0.6097560975609753	4.957684835488422	-3.080864294336412
Llama-3.1-8B-Instruct/magicoder/seed44	Llama-3.1-8B-Instruct	magicoder	44	hns_f4_s1 minus para_e99	-0.6097560975609753	4.261214765630193	-3.0857030952118194
Llama-3.1-8B-Instruct/metamath/seed42	Llama-3.1-8B-Instruct	metamath	42	hns_f4_s1 minus para_e99	3.714935557240338	5.285774956694503	-2.8467505664506163
Llama-3.1-8B-Instruct/metamath/seed43	Llama-3.1-8B-Instruct	metamath	43	hns_f4_s1 minus para_e99	3.487490523123583	4.005427422051227	-3.8522655730174384
Llama-3.1-8B-Instruct/metamath/seed44	Llama-3.1-8B-Instruct	metamath	44	hns_f4_s1 minus para_e99	3.8665655799848366	2.942761610508498	-3.58185821447825
Llama-3.1-8B-Instruct/tulu/seed42	Llama-3.1-8B-Instruct	tulu	42	hns_f4_s1 minus para_e99	1.848428835489834	0.2966293483621598	0.2846190721584444
Llama-3.1-8B-Instruct/tulu/seed43	Llama-3.1-8B-Instruct	tulu	43	hns_f4_s1 minus para_e99	0.7393715341959393	0.3966946676474805	0.0
Llama-3.1-8B-Instruct/tulu/seed44	Llama-3.1-8B-Instruct	tulu	44	hns_f4_s1 minus para_e99	1.1090573012939018	-0.5733988218254638	-0.3032600454890068
Qwen3-8B/magicoder/seed42	Qwen3-8B	magicoder	42	hns_f4_s1 minus para_e99	9.146341463414629	3.816064744871028	-2.2226924652584614
Qwen3-8B/magicoder/seed43	Qwen3-8B	magicoder	43	hns_f4_s1 minus para_e99	10.36585365853658	3.7111520063300816	-2.2289519917673175
Qwen3-8B/magicoder/seed44	Qwen3-8B	magicoder	44	hns_f4_s1 minus para_e99	8.536585365853654	3.2700235620409046	-1.6854942947218632
Qwen3-8B/metamath/seed42	Qwen3-8B	metamath	42	hns_f4_s1 minus para_e99	4.094010614101592	3.0724895679459223	-1.2691041882692389
Qwen3-8B/metamath/seed43	Qwen3-8B	metamath	43	hns_f4_s1 minus para_e99	2.9567854435178162	6.265967799673973	-2.808710157341873
Qwen3-8B/metamath/seed44	Qwen3-8B	metamath	44	hns_f4_s1 minus para_e99	3.1842304776345713	10.620956541940494	-9.442390634627237
Qwen3-8B/tulu/seed42	Qwen3-8B	tulu	42	hns_f4_s1 minus para_e99	3.14232902033271	-0.769228829973855	0.0
Qwen3-8B/tulu/seed43	Qwen3-8B	tulu	43	hns_f4_s1 minus para_e99	5.3604436229205135	-0.45308901124346335	0.0
Qwen3-8B/tulu/seed44	Qwen3-8B	tulu	44	hns_f4_s1 minus para_e99	2.7726432532347616	-1.0902479298947299	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	Llama-3.1-8B-Instruct	magicoder	42	para_e90 minus para_e95	1.8292682926829187	-0.34304299878495925	0.3430429987849619
Llama-3.1-8B-Instruct/magicoder/seed43	Llama-3.1-8B-Instruct	magicoder	43	para_e90 minus para_e95	1.2195121951219505	0.052879004913847893	0.12402268828806662
Llama-3.1-8B-Instruct/magicoder/seed44	Llama-3.1-8B-Instruct	magicoder	44	para_e90 minus para_e95	2.439024390243894	0.5863090859511217	-0.36968576709796697
Llama-3.1-8B-Instruct/metamath/seed42	Llama-3.1-8B-Instruct	metamath	42	para_e90 minus para_e95	-0.15163002274451287	0.7203790092920883	-0.3138749442514386
Llama-3.1-8B-Instruct/metamath/seed43	Llama-3.1-8B-Instruct	metamath	43	para_e90 minus para_e95	0.07581501137225644	-0.04680452355738396	0.04680452355738618
Llama-3.1-8B-Instruct/metamath/seed44	Llama-3.1-8B-Instruct	metamath	44	para_e90 minus para_e95	-0.07581501137224222	0.00745961504492243	-0.41396368008557705
Llama-3.1-8B-Instruct/tulu/seed42	Llama-3.1-8B-Instruct	tulu	42	para_e90 minus para_e95	-1.6635859519408527	3.4406379560916562	-3.2841565798261527
Llama-3.1-8B-Instruct/tulu/seed43	Llama-3.1-8B-Instruct	tulu	43	para_e90 minus para_e95	0.3696857670979625	0.6688659826232168	0.0
Llama-3.1-8B-Instruct/tulu/seed44	Llama-3.1-8B-Instruct	tulu	44	para_e90 minus para_e95	-0.18484288354898837	-0.2238849569701955	0.0
Qwen3-8B/magicoder/seed42	Qwen3-8B	magicoder	42	para_e90 minus para_e95	-2.439024390243901	-0.12426858408800001	0.14537049623564258
Qwen3-8B/magicoder/seed43	Qwen3-8B	magicoder	43	para_e90 minus para_e95	-1.8292682926829258	1.0287490283926957	-1.0363720531760758
Qwen3-8B/magicoder/seed44	Qwen3-8B	magicoder	44	para_e90 minus para_e95	0.0	0.26297978359264107	-0.24332741481087328
Qwen3-8B/metamath/seed42	Qwen3-8B	metamath	42	para_e90 minus para_e95	0.37907505686125376	0.745410525832213	-0.2896623236103011
Qwen3-8B/metamath/seed43	Qwen3-8B	metamath	43	para_e90 minus para_e95	0.9855951478392626	0.04010835891230613	-0.06800114211863395
Qwen3-8B/metamath/seed44	Qwen3-8B	metamath	44	para_e90 minus para_e95	0.5307050796057524	0.5465134234878306	-0.4865275085283205
Qwen3-8B/tulu/seed42	Qwen3-8B	tulu	42	para_e90 minus para_e95	1.6635859519408456	0.4509869261055144	0.0
Qwen3-8B/tulu/seed43	Qwen3-8B	tulu	43	para_e90 minus para_e95	0.5545286506469438	0.4165293539715975	0.0
Qwen3-8B/tulu/seed44	Qwen3-8B	tulu	44	para_e90 minus para_e95	-0.18484288354899547	-1.445581803602522	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	Llama-3.1-8B-Instruct	magicoder	42	para_e90 minus para_e99	3.048780487804869	0.5875935503841561	-0.5875935503841561
Llama-3.1-8B-Instruct/magicoder/seed43	Llama-3.1-8B-Instruct	magicoder	43	para_e90 minus para_e99	1.2195121951219505	0.6729788970171526	-0.24336049924106362
Llama-3.1-8B-Instruct/magicoder/seed44	Llama-3.1-8B-Instruct	magicoder	44	para_e90 minus para_e99	3.048780487804869	0.11656396049282591	-0.37467413649339676
Llama-3.1-8B-Instruct/metamath/seed42	Llama-3.1-8B-Instruct	metamath	42	para_e90 minus para_e99	-0.5307050796057666	1.2131503283538692	-0.6033942307929014
Llama-3.1-8B-Instruct/metamath/seed43	Llama-3.1-8B-Instruct	metamath	43	para_e90 minus para_e99	0.6065200909780231	0.377573566954311	-0.17432153443399345
Llama-3.1-8B-Instruct/metamath/seed44	Llama-3.1-8B-Instruct	metamath	44	para_e90 minus para_e99	0.4548900682335102	-0.005613311851043079	-0.40089075318961154
Llama-3.1-8B-Instruct/tulu/seed42	Llama-3.1-8B-Instruct	tulu	42	para_e90 minus para_e99	0.18484288354898126	-0.22830273024760572	-0.043755622401983864
Llama-3.1-8B-Instruct/tulu/seed43	Llama-3.1-8B-Instruct	tulu	43	para_e90 minus para_e99	-1.6635859519408456	0.05298687587125528	0.0
Llama-3.1-8B-Instruct/tulu/seed44	Llama-3.1-8B-Instruct	tulu	44	para_e90 minus para_e99	-1.293900184842883	0.9103918851836426	-0.3032600454890068
Qwen3-8B/magicoder/seed42	Qwen3-8B	magicoder	42	para_e90 minus para_e99	-1.8292682926829258	0.5165909175792791	-0.5213157898424754
Qwen3-8B/magicoder/seed43	Qwen3-8B	magicoder	43	para_e90 minus para_e99	-3.6585365853658587	0.381858768374542	-0.372815530352393
Qwen3-8B/magicoder/seed44	Qwen3-8B	magicoder	44	para_e90 minus para_e99	0.0	0.16130663545899893	-0.1453704962356379
Qwen3-8B/metamath/seed42	Qwen3-8B	metamath	42	para_e90 minus para_e99	0.833965125094764	1.0483727427667446	-0.6593480907082636
Qwen3-8B/metamath/seed43	Qwen3-8B	metamath	43	para_e90 minus para_e99	0.37907505686125376	-1.2512979419105363	1.2627173406669319
Qwen3-8B/metamath/seed44	Qwen3-8B	metamath	44	para_e90 minus para_e99	-0.30326004548901153	0.36636140861701705	-0.3080714725816396
Qwen3-8B/tulu/seed42	Qwen3-8B	tulu	42	para_e90 minus para_e99	3.14232902033271	-0.006990855531057605	0.0
Qwen3-8B/tulu/seed43	Qwen3-8B	tulu	43	para_e90 minus para_e99	2.9574861367837286	0.0435436055880416	0.0
Qwen3-8B/tulu/seed44	Qwen3-8B	tulu	44	para_e90 minus para_e99	-0.5545286506469438	-0.7260314042982827	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	Llama-3.1-8B-Instruct	magicoder	42	para_e95 minus para_e99	1.2195121951219505	0.9306365491691153	-0.930636549169118
Llama-3.1-8B-Instruct/magicoder/seed43	Llama-3.1-8B-Instruct	magicoder	43	para_e95 minus para_e99	0.0	0.6200998921033047	-0.36738318752913024
Llama-3.1-8B-Instruct/magicoder/seed44	Llama-3.1-8B-Instruct	magicoder	44	para_e95 minus para_e99	0.6097560975609753	-0.46974512545829583	-0.0049883693954297925
Llama-3.1-8B-Instruct/metamath/seed42	Llama-3.1-8B-Instruct	metamath	42	para_e95 minus para_e99	-0.37907505686125376	0.49277131906178084	-0.28951928654146286
Llama-3.1-8B-Instruct/metamath/seed43	Llama-3.1-8B-Instruct	metamath	43	para_e95 minus para_e99	0.5307050796057666	0.42437809051169495	-0.22112605799137963
Llama-3.1-8B-Instruct/metamath/seed44	Llama-3.1-8B-Instruct	metamath	44	para_e95 minus para_e99	0.5307050796057524	-0.013072926895965509	0.013072926895965509
Llama-3.1-8B-Instruct/tulu/seed42	Llama-3.1-8B-Instruct	tulu	42	para_e95 minus para_e99	1.848428835489834	-3.668940686339262	3.240400957424169
Llama-3.1-8B-Instruct/tulu/seed43	Llama-3.1-8B-Instruct	tulu	43	para_e95 minus para_e99	-2.033271719038808	-0.6158791067519616	0.0
Llama-3.1-8B-Instruct/tulu/seed44	Llama-3.1-8B-Instruct	tulu	44	para_e95 minus para_e99	-1.1090573012938947	1.134276842153838	-0.3032600454890068
Qwen3-8B/magicoder/seed42	Qwen3-8B	magicoder	42	para_e95 minus para_e99	0.6097560975609753	0.6408595016672791	-0.666686286078118
Qwen3-8B/magicoder/seed43	Qwen3-8B	magicoder	43	para_e95 minus para_e99	-1.829268292682933	-0.6468902600181536	0.6635565228236828
Qwen3-8B/magicoder/seed44	Qwen3-8B	magicoder	44	para_e95 minus para_e99	0.0	-0.10167314813364214	0.09795691857523536
Qwen3-8B/metamath/seed42	Qwen3-8B	metamath	42	para_e95 minus para_e99	0.4548900682335102	0.3029622169345316	-0.3696857670979625
Qwen3-8B/metamath/seed43	Qwen3-8B	metamath	43	para_e95 minus para_e99	-0.6065200909780089	-1.2914063008228425	1.3307184827855658
Qwen3-8B/metamath/seed44	Qwen3-8B	metamath	44	para_e95 minus para_e99	-0.833965125094764	-0.18015201487081356	0.1784560359466809
Qwen3-8B/tulu/seed42	Qwen3-8B	tulu	42	para_e95 minus para_e99	1.4787430683918643	-0.457977781636572	0.0
Qwen3-8B/tulu/seed43	Qwen3-8B	tulu	43	para_e95 minus para_e99	2.402957486136785	-0.3729857483835559	0.0
Qwen3-8B/tulu/seed44	Qwen3-8B	tulu	44	para_e95 minus para_e99	-0.3696857670979483	0.7195503993042394	0.0
