base	train_task	seed	method	eval_task	score	samples	metric	metrics_path	metrics_sha256	reused	origin
Qwen3-8B	tulu	43	functional_hns_a10	magicoder	80.48780487804879	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/magicoder/tulu__seed43__functional_hns_a10/metrics.json	f6e007bfd175b305b05684494895602266d158467774b707775029d5524ff087	False	extension
Qwen3-8B	tulu	43	functional_flat	magicoder	79.8780487804878	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/magicoder/tulu__seed43__functional_flat/metrics.json	d6dd2a89ea49f666f6beebf51d0aeaf5f916d11ee5df8601d0c376764fa53084	False	extension
Qwen3-8B	magicoder	44	original_lora	magicoder	64.63414634146342	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/magicoder/magicoder__seed44__original_lora/metrics.json	edba4a2edfdad503488fb89b288d00f607733dff8552be1449d91886f72b5519	True	extension
Qwen3-8B	magicoder	44	hns_f4_s1	magicoder	74.39024390243902	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/magicoder/magicoder__seed44__hns_f4_s1/metrics.json	3ff7745de7eb3301b532e6e0c6d4059c1b7c5f0de91ba0be311be61dbac52e50	True	extension
Qwen3-8B	magicoder	44	functional_hns_a05	magicoder	72.5609756097561	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/magicoder/magicoder__seed44__functional_hns_a05/metrics.json	6ca6ba75ce4efed99c3b1a6aed1c40287596c89003f88f9a15df940a0284971e	False	extension
Qwen3-8B	magicoder	44	functional_hns_a10	magicoder	67.6829268292683	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/magicoder/magicoder__seed44__functional_hns_a10/metrics.json	27d9a3cb074994add21cd3aae24b48684d2679cbea5df59511bbb2c95e7ccc71	False	extension
Qwen3-8B	magicoder	44	functional_flat	magicoder	68.29268292682927	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/magicoder/magicoder__seed44__functional_flat/metrics.json	cb09d8565748ead6157ef412d4c4862b41caf2c667b19ce1055338a45916c3de	False	extension
Qwen3-8B	metamath	44	original_lora	magicoder	40.853658536585364	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/magicoder/metamath__seed44__original_lora/metrics.json	0e4a51dff6aeb7df1afc03f8d07faa4a8a325836ee2dc8c5f7d03d8e2d6e7039	True	extension
Qwen3-8B	metamath	44	hns_f4_s1	magicoder	67.6829268292683	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/magicoder/metamath__seed44__hns_f4_s1/metrics.json	a225851adf1d376bf83170e9c360a9faefa38603ca52c530443ed9405f6a3b15	True	extension
Qwen3-8B	metamath	44	functional_hns_a05	magicoder	66.46341463414635	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/magicoder/metamath__seed44__functional_hns_a05/metrics.json	62a91b7b6d8e8bc08224374571d38dd20e65b0ef8c21cb620a85bcc45985e8fc	False	extension
Qwen3-8B	metamath	44	functional_hns_a10	magicoder	67.07317073170732	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/magicoder/metamath__seed44__functional_hns_a10/metrics.json	f00764cac72c7ef91cf2854c896729894400906b2a40ebbc93668c1fda74ec17	False	extension
Qwen3-8B	metamath	44	functional_flat	magicoder	68.90243902439023	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/magicoder/metamath__seed44__functional_flat/metrics.json	b7778099c3ceabe9879db1ca0040c5ad43c74f0d27608265ec6401fd302ac08f	False	extension
Qwen3-8B	tulu	44	original_lora	magicoder	84.14634146341463	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/magicoder/tulu__seed44__original_lora/metrics.json	7702be52a1488fe4d78a5e77c57f0e12ac52765bc2e5d54a7b35e87686b4b3a3	True	extension
Qwen3-8B	tulu	44	hns_f4_s1	magicoder	80.48780487804879	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/magicoder/tulu__seed44__hns_f4_s1/metrics.json	532daeefc8384a05c8816ea25480385242dbd5f2f6e4f2c7cf5133c4fc9348bf	True	extension
Qwen3-8B	tulu	44	functional_hns_a05	magicoder	80.48780487804879	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/magicoder/tulu__seed44__functional_hns_a05/metrics.json	c438e09ff4b5f56c91bbd3c8ad6a9dddeb9965f3d8a3f47989f8a2343a0829ca	False	extension
Qwen3-8B	tulu	44	functional_hns_a10	magicoder	75.60975609756098	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/magicoder/tulu__seed44__functional_hns_a10/metrics.json	088731217b92b38b3e5e272878214924912e39f4fab36e2fdf9e80ea8df24df4	False	extension
Qwen3-8B	tulu	44	functional_flat	magicoder	76.21951219512195	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/magicoder/tulu__seed44__functional_flat/metrics.json	4670fd358ad7cf9acf5419f8ca758625109b7620e6c32cdbd070d4161f6877a2	False	extension
Qwen3-8B	magicoder	43	original_lora	metamath	82.56254738438211	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/metamath/magicoder__seed43__original_lora/metrics.json	62bd5815c37e7d4eff0f303f1f70dbc074edad5cf4521769207956cb2cae2eef	True	extension
Qwen3-8B	magicoder	43	hns_f4_s1	metamath	88.77937831690674	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/metamath/magicoder__seed43__hns_f4_s1/metrics.json	0b9ccf53793bad517dceed4f232343bcdacfa62787ed3ac83837a7738f2c65d3	True	extension
Qwen3-8B	magicoder	43	functional_hns_a05	metamath	88.02122820318424	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/metamath/magicoder__seed43__functional_hns_a05/metrics.json	11674ca6429faba6aac3a5fb722d3ee7c5a08dd09572b1d88548af79667807d7	False	extension
Qwen3-8B	magicoder	43	functional_hns_a10	metamath	86.73237300985596	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/metamath/magicoder__seed43__functional_hns_a10/metrics.json	7e4a2cacec44b5beb852cc7f46f68adabfd41f7222f46a2e67a82a4a5eb17edb	False	extension
Qwen3-8B	magicoder	43	functional_flat	metamath	86.8081880212282	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/metamath/magicoder__seed43__functional_flat/metrics.json	dace5c797fced313f12744a8e22335bfda66c450487e20a48e3ec8cbb28a1cb6	False	extension
Qwen3-8B	metamath	43	original_lora	metamath	84.00303260045489	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/metamath/metamath__seed43__original_lora/metrics.json	965d53c17d66125ca83d691992e265f9b8fda2a991f77ea456792291e7cec591	True	extension
Qwen3-8B	metamath	43	hns_f4_s1	metamath	86.8081880212282	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/metamath/metamath__seed43__hns_f4_s1/metrics.json	71e3e59bee22a359fe6f2cd3635b429ca5ae2117965f02c09d5ee408ae800e37	True	extension
Qwen3-8B	metamath	43	functional_hns_a05	metamath	86.73237300985596	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/metamath/metamath__seed43__functional_hns_a05/metrics.json	395b682c95cf427eefdd96732875cef172ec157d27c5cb9b7ae470a37bfb815b	False	extension
Qwen3-8B	metamath	43	functional_hns_a10	metamath	86.73237300985596	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/metamath/metamath__seed43__functional_hns_a10/metrics.json	395b682c95cf427eefdd96732875cef172ec157d27c5cb9b7ae470a37bfb815b	False	extension
Qwen3-8B	metamath	43	functional_flat	metamath	86.88400303260046	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/metamath/metamath__seed43__functional_flat/metrics.json	3ff9285569028fb50c00a53f29d61aac839ce9aef3c9cc1b09463ae9bceff08a	False	extension
Qwen3-8B	tulu	43	original_lora	metamath	89.15845337376801	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/metamath/tulu__seed43__original_lora/metrics.json	7dd3ebf7c25d5da5fac1a827196e0af58ea0d6cc259e4f618b52f1ad265a5372	True	extension
Qwen3-8B	tulu	43	hns_f4_s1	metamath	89.76497346474602	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/metamath/tulu__seed43__hns_f4_s1/metrics.json	fee27f5d6f34a8648b3f16f6d30cbd9c55e0edc13aae30ded7873acbeb899af9	True	extension
Qwen3-8B	tulu	43	functional_hns_a05	metamath	89.31008339651251	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/metamath/tulu__seed43__functional_hns_a05/metrics.json	ae23ef31202e5188a46be011e9e14d2dc60f6a013bb1adfded86568dee63f006	False	extension
Qwen3-8B	tulu	43	functional_hns_a10	metamath	88.855193328279	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/metamath/tulu__seed43__functional_hns_a10/metrics.json	201cbb284842b043720e9ce01bf490d4fc5e3ceaf6f4fd7996b002f62945a187	False	extension
Qwen3-8B	tulu	43	functional_flat	metamath	88.77937831690674	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/metamath/tulu__seed43__functional_flat/metrics.json	0abf9c97f7018b83156a05e2838b7001802ebf1ce3a179fb9582f45c7678f4d8	False	extension
Qwen3-8B	magicoder	44	original_lora	metamath	84.07884761182714	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/metamath/magicoder__seed44__original_lora/metrics.json	9b9d641e83d3539f404197ec1d5d7f227fd0ed4c8e5d5300f362a539d47a48f8	True	extension
Qwen3-8B	magicoder	44	hns_f4_s1	metamath	89.31008339651251	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/metamath/magicoder__seed44__hns_f4_s1/metrics.json	c77e3df73d437bc2103af01efd496dddbc9c122b0b6f9e6deb274c6d0c0f7c26	True	extension
Qwen3-8B	magicoder	44	functional_hns_a05	metamath	87.86959818043972	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/metamath/magicoder__seed44__functional_hns_a05/metrics.json	2ca81426627f28c2f736690a2a5c80794a6141570c9aa1d6fa469dc64d1b6eb0	False	extension
Qwen3-8B	magicoder	44	functional_hns_a10	metamath	87.03563305534496	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/metamath/magicoder__seed44__functional_hns_a10/metrics.json	33ee4b468a471bdc39bcf04e18deb9df32b734e233997f518cd3ca65a8b7c1d4	False	extension
Qwen3-8B	magicoder	44	functional_flat	metamath	86.3532979529947	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/metamath/magicoder__seed44__functional_flat/metrics.json	b7c6be9f7fb0941979690ee543964149ea2fbfe18fb50c53b68104e4e19add57	False	extension
Qwen3-8B	metamath	44	original_lora	metamath	84.00303260045489	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/metamath/metamath__seed44__original_lora/metrics.json	bde8215d8d7b1d448bfa8c0d62287f98d263a4f678dd65ea1089de2bb49f49a2	True	extension
Qwen3-8B	metamath	44	hns_f4_s1	metamath	87.41470811220621	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/metamath/metamath__seed44__hns_f4_s1/metrics.json	2872dd1b5f68058e6ccb30da1817618b92f4eafe04d27cfdf8ffe305f570036d	True	extension
Qwen3-8B	metamath	44	functional_hns_a05	metamath	87.86959818043972	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/metamath/metamath__seed44__functional_hns_a05/metrics.json	7600617ae5c0a2b2c4a2adee6ad50cd6e6deccebb8535b049b8661e7d6d6e631	False	extension
Qwen3-8B	metamath	44	functional_hns_a10	metamath	87.64215314632298	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/metamath/metamath__seed44__functional_hns_a10/metrics.json	82a82aca79f0ebb818304b8b51ffc8e06cecd7d5d6a9b101c06ea2ed37d8384a	False	extension
Qwen3-8B	metamath	44	functional_flat	metamath	87.71796815769522	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/metamath/metamath__seed44__functional_flat/metrics.json	8d583a63308f6001ae3cca55bf8b3e40b5191763d55ebe3310b584ee990f5f3b	False	extension
Qwen3-8B	tulu	44	original_lora	metamath	88.70356330553449	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/metamath/tulu__seed44__original_lora/metrics.json	f04d22b153b5545fc1c66d8f37564c6c548824fd7bc12550b452035021f1414b	True	extension
Qwen3-8B	tulu	44	hns_f4_s1	metamath	88.40030326004549	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/metamath/tulu__seed44__hns_f4_s1/metrics.json	73d63f3f75272f0576038bd116b23276ecdd063241f5b4fd53ef958db15252fa	True	extension
Qwen3-8B	tulu	44	functional_hns_a05	metamath	88.77937831690674	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/metamath/tulu__seed44__functional_hns_a05/metrics.json	ec83d73748dd7a3a6b536caec1e3a91e92b37bba770994a9cd1e5301d81a6cd9	False	extension
Qwen3-8B	tulu	44	functional_hns_a10	metamath	88.855193328279	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/metamath/tulu__seed44__functional_hns_a10/metrics.json	201cbb284842b043720e9ce01bf490d4fc5e3ceaf6f4fd7996b002f62945a187	False	extension
Qwen3-8B	tulu	44	functional_flat	metamath	88.855193328279	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/metamath/tulu__seed44__functional_flat/metrics.json	567ad1dbc3f066fd0989a5d73ae17c590a21377df77d34afd5a6d4b54eebdb53	False	extension
Qwen3-8B	magicoder	43	original_lora	tulu	66.91312384473198	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/magicoder__seed43__original_lora/metrics.json	92367a5bccd8dd97370cd31daaad15fb144679673fe21d3f02104a9c43710249	True	extension
Qwen3-8B	magicoder	43	hns_f4_s1	tulu	71.34935304990758	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/magicoder__seed43__hns_f4_s1/metrics.json	d176c74b2c81b707554524be1ca83999596dbe94befa307ca565ccda56407a3b	True	extension
Qwen3-8B	magicoder	43	functional_hns_a05	tulu	71.1645101663586	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/magicoder__seed43__functional_hns_a05/metrics.json	0dfe3118414b2e8c46a8fd3bd5977a0262c69efb6e3a0283f3ef736214384c0c	False	extension
Qwen3-8B	magicoder	43	functional_hns_a10	tulu	70.79482439926062	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/magicoder__seed43__functional_hns_a10/metrics.json	7ef714d8f1e46ef0c3159285516b24967118a7fac21d5551139f2308cc4a22f4	False	extension
Qwen3-8B	magicoder	43	functional_flat	tulu	70.79482439926062	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/magicoder__seed43__functional_flat/metrics.json	d93bc5b36db72f4c2362f0fc1cdcefa8e6184a39abc598bfb4e993426f0455d9	False	extension
Qwen3-8B	metamath	43	original_lora	tulu	67.65249537892791	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/metamath__seed43__original_lora/metrics.json	d14e4b0982b074319960832e4f153acf1c627c2017e35be88ff142fd7b5027e1	True	extension
Qwen3-8B	metamath	43	hns_f4_s1	tulu	72.08872458410352	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/metamath__seed43__hns_f4_s1/metrics.json	f5c3c3803a9fdd88ec7652a56fd58979031c0682d04d3922d6fda176b0921a99	True	extension
Qwen3-8B	metamath	43	functional_hns_a05	tulu	71.53419593345656	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/metamath__seed43__functional_hns_a05/metrics.json	6aeaefb5421ea09e9a24660e8bdd73abd09bba52413bbac1b3b5f28cec78eb14	False	extension
Qwen3-8B	metamath	43	functional_hns_a10	tulu	70.79482439926062	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/metamath__seed43__functional_hns_a10/metrics.json	2e33e13e4f74f0ac0b9147f6fd10c3d8257e97968630bde9fb013133a18432f0	False	extension
Qwen3-8B	metamath	43	functional_flat	tulu	71.53419593345656	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/metamath__seed43__functional_flat/metrics.json	c7fed1e23a7a1c9d966f6ac18258f830778d7056c935b302ddd48b1b376b17e6	False	extension
Qwen3-8B	tulu	43	original_lora	tulu	66.17375231053605	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/tulu__seed43__original_lora/metrics.json	56e8ba53e0b2ae34126c3032acaef00b3747658b0d69cdc0527f6bc6c270c99c	True	extension
Qwen3-8B	tulu	43	hns_f4_s1	tulu	72.45841035120148	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/tulu__seed43__hns_f4_s1/metrics.json	a5e042d2f0e48638126beb795c9d1efe49f0974e5cb49069f902185d0477580d	True	extension
Qwen3-8B	tulu	43	functional_hns_a05	tulu	72.82809611829944	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/tulu__seed43__functional_hns_a05/metrics.json	80f1e1bad01913c7d3ca199faac6613d5566f7d1cfecc7fe5594d29c693c9c67	False	extension
Qwen3-8B	tulu	43	functional_hns_a10	tulu	73.19778188539742	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/tulu__seed43__functional_hns_a10/metrics.json	ad5be5be03e0d8af24dcea9dde7c47a8708494f8342932230d3b784062481007	False	extension
Qwen3-8B	tulu	43	functional_flat	tulu	71.71903881700554	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/tulu__seed43__functional_flat/metrics.json	7f21f1042f0a5ba5e931113bbf52957e35483c97cf7ff83049c11c54e04d8b4c	False	extension
Qwen3-8B	magicoder	44	original_lora	tulu	68.02218114602587	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/magicoder__seed44__original_lora/metrics.json	2e9511a2bdb6342970b6ca64a129ff5fc150efac26a8dbcfda62b18f11944bb0	True	extension
Qwen3-8B	magicoder	44	hns_f4_s1	tulu	70.97966728280961	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/magicoder__seed44__hns_f4_s1/metrics.json	8800ac34a5b4e18dac66273574080999099bad4cd7de63291aa3990b7dda4f2b	True	extension
Qwen3-8B	magicoder	44	functional_hns_a05	tulu	69.68576709796673	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/magicoder__seed44__functional_hns_a05/metrics.json	6f907e07f5739bc842336942950f5f1b7c3dc71805bd0b05a66126ccd48b5621	False	extension
Qwen3-8B	magicoder	44	functional_hns_a10	tulu	71.1645101663586	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/magicoder__seed44__functional_hns_a10/metrics.json	820f783afbbe87d6ca9f230e56de7ee84ad045f51c58db6002074ea537bd0bfd	False	extension
Qwen3-8B	magicoder	44	functional_flat	tulu	71.53419593345656	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/magicoder__seed44__functional_flat/metrics.json	6880ad3901776593c4b3cb6e2c8ca789f5aef5a439f9c91a63561320948cc695	False	extension
Qwen3-8B	metamath	44	original_lora	tulu	66.72828096118299	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/metamath__seed44__original_lora/metrics.json	fcfb05c70e4bc58f77222367b5b1e75e28c6bff6b21c4dd04d622de3ccbc4773	True	extension
Qwen3-8B	metamath	44	hns_f4_s1	tulu	70.60998151571165	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/metamath__seed44__hns_f4_s1/metrics.json	28ad1bee99d28c5d6525dda9c79124352c2a6cded30520ed4dcdba90bce551b2	True	extension
Qwen3-8B	metamath	44	functional_hns_a05	tulu	70.97966728280961	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/metamath__seed44__functional_hns_a05/metrics.json	fddd7c89b5a06ec4c3870fd886169b1cd2e9cb4ca3d12d460bbf00fb8732ea03	False	extension
Qwen3-8B	metamath	44	functional_hns_a10	tulu	71.90388170055454	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/metamath__seed44__functional_hns_a10/metrics.json	46a36657ac0121c8af8727670215ef61713efebcfb3221ecb3b8fd20852f4f07	False	extension
Qwen3-8B	metamath	44	functional_flat	tulu	71.1645101663586	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/metamath__seed44__functional_flat/metrics.json	3a9c51cef8c21a2327585ae2d438bca2a35e58dc27ba6cd204465c3e20829bb9	False	extension
Qwen3-8B	tulu	44	original_lora	tulu	66.91312384473198	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/tulu__seed44__original_lora/metrics.json	c1e22439f74761111cdbd189002bb69905ef867f754175360b608877ff21cd25	True	extension
Qwen3-8B	tulu	44	hns_f4_s1	tulu	70.97966728280961	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/tulu__seed44__hns_f4_s1/metrics.json	9655711e367355951837ddf8b7d2bc07a21c904cafb0a73c31e3b114791bb26d	True	extension
Qwen3-8B	tulu	44	functional_hns_a05	tulu	72.2735674676525	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/tulu__seed44__functional_hns_a05/metrics.json	1f25fff9d3653fa99b31a6e78a442bd4565bfcfce3cb88fd1af13ee36297f0b1	False	extension
Qwen3-8B	tulu	44	functional_hns_a10	tulu	72.08872458410352	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/tulu__seed44__functional_hns_a10/metrics.json	80dbccad3c1889fbe3de9927ab5cef90aa8a806f8927083e20e9d56de9d3399c	False	extension
Qwen3-8B	tulu	44	functional_flat	tulu	72.08872458410352	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/tulu/tulu__seed44__functional_flat/metrics.json	d641fd7f0cb0be831fb003e4953aacdecc3475721b05327fb83b8451c6cce6b0	False	extension
Qwen3-8B	magicoder	43	original_lora	commonsense	83.80252203736919	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/magicoder__seed43__original_lora/metrics.json	0903c25e0b06eb78a367e6b527ad966e4a00c109a474639732c20c14656adf6c	True	extension
Qwen3-8B	magicoder	43	hns_f4_s1	commonsense	83.4453448407783	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/magicoder__seed43__hns_f4_s1/metrics.json	df0996b528de3070da7d1f41e8703e7d2c255e5ae5797793c4e07fd919bac968	True	extension
