base	train_task	seed	method	subtask	score	samples
Llama-3.1-8B-Instruct	base		base	hellaswag	54.96912965544713	10042
Llama-3.1-8B-Instruct	base		base	openbookqa	66.0	500
Llama-3.1-8B-Instruct	base		base	piqa	77.36670293797606	1838
Llama-3.1-8B-Instruct	base		base	siqa	67.6560900716479	1954
Llama-3.1-8B-Instruct	base		base	winogrande	58.011049723756905	1267
Llama-3.1-8B-Instruct	magicoder	42	original_lora	arc_challenge	71.33105802047781	1172
Llama-3.1-8B-Instruct	magicoder	42	original_lora	arc_easy	88.17340067340066	2376
Llama-3.1-8B-Instruct	magicoder	42	original_lora	boolq	85.56574923547402	3270
Llama-3.1-8B-Instruct	magicoder	42	original_lora	hellaswag	45.50886277633938	10042
Llama-3.1-8B-Instruct	magicoder	42	original_lora	openbookqa	63.800000000000004	500
Llama-3.1-8B-Instruct	magicoder	42	original_lora	piqa	75.29923830250273	1838
Llama-3.1-8B-Instruct	magicoder	42	original_lora	siqa	68.52610030706244	1954
Llama-3.1-8B-Instruct	magicoder	42	original_lora	winogrande	54.459352801894234	1267
Llama-3.1-8B-Instruct	magicoder	42	flat_fro	arc_challenge	72.7815699658703	1172
Llama-3.1-8B-Instruct	magicoder	42	flat_fro	arc_easy	87.96296296296296	2376
Llama-3.1-8B-Instruct	magicoder	42	flat_fro	boolq	85.84097859327217	3270
Llama-3.1-8B-Instruct	magicoder	42	flat_fro	hellaswag	48.41665006970723	10042
Llama-3.1-8B-Instruct	magicoder	42	flat_fro	openbookqa	64.0	500
Llama-3.1-8B-Instruct	magicoder	42	flat_fro	piqa	76.3329706202394	1838
Llama-3.1-8B-Instruct	magicoder	42	flat_fro	siqa	68.52610030706244	1954
Llama-3.1-8B-Instruct	magicoder	42	flat_fro	winogrande	56.11681136543015	1267
Llama-3.1-8B-Instruct	magicoder	42	flat_nuclear	arc_challenge	72.7815699658703	1172
Llama-3.1-8B-Instruct	magicoder	42	flat_nuclear	arc_easy	88.34175084175084	2376
Llama-3.1-8B-Instruct	magicoder	42	flat_nuclear	boolq	85.74923547400611	3270
Llama-3.1-8B-Instruct	magicoder	42	flat_nuclear	hellaswag	50.02987452698665	10042
Llama-3.1-8B-Instruct	magicoder	42	flat_nuclear	openbookqa	64.2	500
Llama-3.1-8B-Instruct	magicoder	42	flat_nuclear	piqa	76.6594124047878	1838
Llama-3.1-8B-Instruct	magicoder	42	flat_nuclear	siqa	67.96315250767655	1954
Llama-3.1-8B-Instruct	magicoder	42	flat_nuclear	winogrande	56.98500394632992	1267
Llama-3.1-8B-Instruct	magicoder	42	dg_hard	arc_challenge	71.33105802047781	1172
Llama-3.1-8B-Instruct	magicoder	42	dg_hard	arc_easy	88.17340067340066	2376
Llama-3.1-8B-Instruct	magicoder	42	dg_hard	boolq	85.56574923547402	3270
Llama-3.1-8B-Instruct	magicoder	42	dg_hard	hellaswag	45.50886277633938	10042
Llama-3.1-8B-Instruct	magicoder	42	dg_hard	openbookqa	63.800000000000004	500
Llama-3.1-8B-Instruct	magicoder	42	dg_hard	piqa	75.29923830250273	1838
Llama-3.1-8B-Instruct	magicoder	42	dg_hard	siqa	68.52610030706244	1954
Llama-3.1-8B-Instruct	magicoder	42	dg_hard	winogrande	54.459352801894234	1267
Llama-3.1-8B-Instruct	magicoder	42	hns_f4_s1	arc_challenge	72.95221843003414	1172
Llama-3.1-8B-Instruct	magicoder	42	hns_f4_s1	arc_easy	88.51010101010101	2376
Llama-3.1-8B-Instruct	magicoder	42	hns_f4_s1	boolq	85.87155963302753	3270
Llama-3.1-8B-Instruct	magicoder	42	hns_f4_s1	hellaswag	50.03983270264888	10042
Llama-3.1-8B-Instruct	magicoder	42	hns_f4_s1	openbookqa	64.4	500
Llama-3.1-8B-Instruct	magicoder	42	hns_f4_s1	piqa	76.6050054406964	1838
Llama-3.1-8B-Instruct	magicoder	42	hns_f4_s1	siqa	68.06550665301944	1954
Llama-3.1-8B-Instruct	magicoder	42	hns_f4_s1	winogrande	56.51144435674822	1267
Llama-3.1-8B-Instruct	metamath	42	original_lora	arc_challenge	58.44709897610921	1172
Llama-3.1-8B-Instruct	metamath	42	original_lora	arc_easy	77.02020202020202	2376
Llama-3.1-8B-Instruct	metamath	42	original_lora	boolq	83.4862385321101	3270
Llama-3.1-8B-Instruct	metamath	42	original_lora	hellaswag	45.34953196574388	10042
Llama-3.1-8B-Instruct	metamath	42	original_lora	openbookqa	66.2	500
Llama-3.1-8B-Instruct	metamath	42	original_lora	piqa	69.53210010881394	1838
Llama-3.1-8B-Instruct	metamath	42	original_lora	siqa	66.68372569089048	1954
Llama-3.1-8B-Instruct	metamath	42	original_lora	winogrande	53.51223362273087	1267
Llama-3.1-8B-Instruct	metamath	42	flat_fro	arc_challenge	69.02730375426621	1172
Llama-3.1-8B-Instruct	metamath	42	flat_fro	arc_easy	85.98484848484848	2376
Llama-3.1-8B-Instruct	metamath	42	flat_fro	boolq	84.64831804281346	3270
Llama-3.1-8B-Instruct	metamath	42	flat_fro	hellaswag	49.14359689304919	10042
Llama-3.1-8B-Instruct	metamath	42	flat_fro	openbookqa	70.0	500
Llama-3.1-8B-Instruct	metamath	42	flat_fro	piqa	71.32752992383024	1838
Llama-3.1-8B-Instruct	metamath	42	flat_fro	siqa	67.55373592630501	1954
Llama-3.1-8B-Instruct	metamath	42	flat_fro	winogrande	54.61720599842147	1267
Llama-3.1-8B-Instruct	metamath	42	flat_nuclear	arc_challenge	70.98976109215018	1172
Llama-3.1-8B-Instruct	metamath	42	flat_nuclear	arc_easy	86.78451178451179	2376
Llama-3.1-8B-Instruct	metamath	42	flat_nuclear	boolq	84.31192660550458	3270
Llama-3.1-8B-Instruct	metamath	42	flat_nuclear	hellaswag	50.45807608046206	10042
Llama-3.1-8B-Instruct	metamath	42	flat_nuclear	openbookqa	70.39999999999999	500
Llama-3.1-8B-Instruct	metamath	42	flat_nuclear	piqa	72.19804134929271	1838
Llama-3.1-8B-Instruct	metamath	42	flat_nuclear	siqa	66.99078812691914	1954
Llama-3.1-8B-Instruct	metamath	42	flat_nuclear	winogrande	55.09076558800315	1267
Llama-3.1-8B-Instruct	metamath	42	dg_hard	arc_challenge	58.44709897610921	1172
Llama-3.1-8B-Instruct	metamath	42	dg_hard	arc_easy	77.02020202020202	2376
Llama-3.1-8B-Instruct	metamath	42	dg_hard	boolq	83.4862385321101	3270
Llama-3.1-8B-Instruct	metamath	42	dg_hard	hellaswag	45.34953196574388	10042
Llama-3.1-8B-Instruct	metamath	42	dg_hard	openbookqa	66.2	500
Llama-3.1-8B-Instruct	metamath	42	dg_hard	piqa	69.53210010881394	1838
Llama-3.1-8B-Instruct	metamath	42	dg_hard	siqa	66.68372569089048	1954
Llama-3.1-8B-Instruct	metamath	42	dg_hard	winogrande	53.51223362273087	1267
Llama-3.1-8B-Instruct	metamath	42	hns_f4_s1	arc_challenge	70.81911262798634	1172
Llama-3.1-8B-Instruct	metamath	42	hns_f4_s1	arc_easy	87.16329966329967	2376
Llama-3.1-8B-Instruct	metamath	42	hns_f4_s1	boolq	84.6177370030581	3270
Llama-3.1-8B-Instruct	metamath	42	hns_f4_s1	hellaswag	50.49790878311094	10042
Llama-3.1-8B-Instruct	metamath	42	hns_f4_s1	openbookqa	70.0	500
Llama-3.1-8B-Instruct	metamath	42	hns_f4_s1	piqa	72.14363438520131	1838
Llama-3.1-8B-Instruct	metamath	42	hns_f4_s1	siqa	67.09314227226203	1954
Llama-3.1-8B-Instruct	metamath	42	hns_f4_s1	winogrande	54.85398579321231	1267
Llama-3.1-8B-Instruct	tulu	42	original_lora	arc_challenge	71.84300341296928	1172
Llama-3.1-8B-Instruct	tulu	42	original_lora	arc_easy	87.92087542087542	2376
Llama-3.1-8B-Instruct	tulu	42	original_lora	boolq	85.77981651376146	3270
Llama-3.1-8B-Instruct	tulu	42	original_lora	hellaswag	50.398327026488744	10042
Llama-3.1-8B-Instruct	tulu	42	original_lora	openbookqa	69.6	500
Llama-3.1-8B-Instruct	tulu	42	original_lora	piqa	80.9031556039173	1838
Llama-3.1-8B-Instruct	tulu	42	original_lora	siqa	70.01023541453428	1954
Llama-3.1-8B-Instruct	tulu	42	original_lora	winogrande	53.82794001578532	1267
Llama-3.1-8B-Instruct	tulu	42	flat_fro	arc_challenge	71.24573378839591	1172
Llama-3.1-8B-Instruct	tulu	42	flat_fro	arc_easy	87.20538720538721	2376
Llama-3.1-8B-Instruct	tulu	42	flat_fro	boolq	85.29051987767585	3270
Llama-3.1-8B-Instruct	tulu	42	flat_fro	hellaswag	50.318661621191	10042
Llama-3.1-8B-Instruct	tulu	42	flat_fro	openbookqa	67.2	500
Llama-3.1-8B-Instruct	tulu	42	flat_fro	piqa	80.46789989118606	1838
Llama-3.1-8B-Instruct	tulu	42	flat_fro	siqa	69.70317297850563	1954
Llama-3.1-8B-Instruct	tulu	42	flat_fro	winogrande	55.011838989739545	1267
Llama-3.1-8B-Instruct	tulu	42	flat_nuclear	arc_challenge	70.90443686006826	1172
Llama-3.1-8B-Instruct	tulu	42	flat_nuclear	arc_easy	86.9949494949495	2376
Llama-3.1-8B-Instruct	tulu	42	flat_nuclear	boolq	85.62691131498471	3270
Llama-3.1-8B-Instruct	tulu	42	flat_nuclear	hellaswag	48.824935271858195	10042
Llama-3.1-8B-Instruct	tulu	42	flat_nuclear	openbookqa	66.0	500
Llama-3.1-8B-Instruct	tulu	42	flat_nuclear	piqa	80.03264417845483	1838
Llama-3.1-8B-Instruct	tulu	42	flat_nuclear	siqa	69.65199590583418	1954
Llama-3.1-8B-Instruct	tulu	42	flat_nuclear	winogrande	55.09076558800315	1267
Llama-3.1-8B-Instruct	tulu	42	dg_hard	arc_challenge	71.84300341296928	1172
Llama-3.1-8B-Instruct	tulu	42	dg_hard	arc_easy	87.92087542087542	2376
Llama-3.1-8B-Instruct	tulu	42	dg_hard	boolq	85.77981651376146	3270
Llama-3.1-8B-Instruct	tulu	42	dg_hard	hellaswag	50.398327026488744	10042
Llama-3.1-8B-Instruct	tulu	42	dg_hard	openbookqa	69.6	500
Llama-3.1-8B-Instruct	tulu	42	dg_hard	piqa	80.9031556039173	1838
Llama-3.1-8B-Instruct	tulu	42	dg_hard	siqa	70.01023541453428	1954
Llama-3.1-8B-Instruct	tulu	42	dg_hard	winogrande	53.82794001578532	1267
Llama-3.1-8B-Instruct	tulu	42	hns_f4_s1	arc_challenge	70.98976109215018	1172
Llama-3.1-8B-Instruct	tulu	42	hns_f4_s1	arc_easy	86.95286195286195	2376
Llama-3.1-8B-Instruct	tulu	42	hns_f4_s1	boolq	85.68807339449542	3270
Llama-3.1-8B-Instruct	tulu	42	hns_f4_s1	hellaswag	49.10376419040032	10042
Llama-3.1-8B-Instruct	tulu	42	hns_f4_s1	openbookqa	66.0	500
Llama-3.1-8B-Instruct	tulu	42	hns_f4_s1	piqa	79.76060935799782	1838
Llama-3.1-8B-Instruct	tulu	42	hns_f4_s1	siqa	69.60081883316275	1954
Llama-3.1-8B-Instruct	tulu	42	hns_f4_s1	winogrande	55.485398579321235	1267
Llama-3.1-8B-Instruct	magicoder	43	original_lora	arc_challenge	70.90443686006826	1172
Llama-3.1-8B-Instruct	magicoder	43	original_lora	arc_easy	88.93097643097643	2376
Llama-3.1-8B-Instruct	magicoder	43	original_lora	boolq	81.86544342507645	3270
Llama-3.1-8B-Instruct	magicoder	43	original_lora	hellaswag	56.56243776140211	10042
Llama-3.1-8B-Instruct	magicoder	43	original_lora	openbookqa	67.60000000000001	500
Llama-3.1-8B-Instruct	magicoder	43	original_lora	piqa	80.35908596300327	1838
Llama-3.1-8B-Instruct	magicoder	43	original_lora	siqa	70.2661207778915	1954
Llama-3.1-8B-Instruct	magicoder	43	original_lora	winogrande	51.69692186266772	1267
Llama-3.1-8B-Instruct	magicoder	43	flat_fro	arc_challenge	73.54948805460751	1172
Llama-3.1-8B-Instruct	magicoder	43	flat_fro	arc_easy	89.18350168350169	2376
Llama-3.1-8B-Instruct	magicoder	43	flat_fro	boolq	85.47400611620795	3270
Llama-3.1-8B-Instruct	magicoder	43	flat_fro	hellaswag	57.090221071499705	10042
Llama-3.1-8B-Instruct	magicoder	43	flat_fro	openbookqa	66.60000000000001	500
Llama-3.1-8B-Instruct	magicoder	43	flat_fro	piqa	79.81501632208922	1838
Llama-3.1-8B-Instruct	magicoder	43	flat_fro	siqa	68.62845445240532	1954
Llama-3.1-8B-Instruct	magicoder	43	flat_fro	winogrande	58.5635359116022	1267
Llama-3.1-8B-Instruct	magicoder	43	flat_nuclear	arc_challenge	73.29351535836177	1172
Llama-3.1-8B-Instruct	magicoder	43	flat_nuclear	arc_easy	89.3097643097643	2376
Llama-3.1-8B-Instruct	magicoder	43	flat_nuclear	boolq	85.62691131498471	3270
Llama-3.1-8B-Instruct	magicoder	43	flat_nuclear	hellaswag	58.19557857000598	10042
Llama-3.1-8B-Instruct	magicoder	43	flat_nuclear	openbookqa	65.8	500
Llama-3.1-8B-Instruct	magicoder	43	flat_nuclear	piqa	78.23721436343853	1838
Llama-3.1-8B-Instruct	magicoder	43	flat_nuclear	siqa	67.6560900716479	1954
Llama-3.1-8B-Instruct	magicoder	43	flat_nuclear	winogrande	58.72138910812944	1267
Llama-3.1-8B-Instruct	magicoder	43	dg_hard	arc_challenge	70.90443686006826	1172
Llama-3.1-8B-Instruct	magicoder	43	dg_hard	arc_easy	88.93097643097643	2376
Llama-3.1-8B-Instruct	magicoder	43	dg_hard	boolq	81.86544342507645	3270
Llama-3.1-8B-Instruct	magicoder	43	dg_hard	hellaswag	56.56243776140211	10042
Llama-3.1-8B-Instruct	magicoder	43	dg_hard	openbookqa	67.60000000000001	500
Llama-3.1-8B-Instruct	magicoder	43	dg_hard	piqa	80.35908596300327	1838
Llama-3.1-8B-Instruct	magicoder	43	dg_hard	siqa	70.2661207778915	1954
Llama-3.1-8B-Instruct	magicoder	43	dg_hard	winogrande	51.69692186266772	1267
Llama-3.1-8B-Instruct	magicoder	43	hns_f4_s1	arc_challenge	73.37883959044369	1172
Llama-3.1-8B-Instruct	magicoder	43	hns_f4_s1	arc_easy	89.26767676767676	2376
Llama-3.1-8B-Instruct	magicoder	43	hns_f4_s1	boolq	85.56574923547402	3270
Llama-3.1-8B-Instruct	magicoder	43	hns_f4_s1	hellaswag	58.29516032662816	10042
Llama-3.1-8B-Instruct	magicoder	43	hns_f4_s1	openbookqa	66.4	500
Llama-3.1-8B-Instruct	magicoder	43	hns_f4_s1	piqa	78.50924918389553	1838
Llama-3.1-8B-Instruct	magicoder	43	hns_f4_s1	siqa	67.70726714431935	1954
Llama-3.1-8B-Instruct	magicoder	43	hns_f4_s1	winogrande	58.08997632202052	1267
Llama-3.1-8B-Instruct	metamath	43	original_lora	arc_challenge	58.53242320819113	1172
Llama-3.1-8B-Instruct	metamath	43	original_lora	arc_easy	78.1986531986532	2376
Llama-3.1-8B-Instruct	metamath	43	original_lora	boolq	82.75229357798165	3270
Llama-3.1-8B-Instruct	metamath	43	original_lora	hellaswag	41.874128659629555	10042
Llama-3.1-8B-Instruct	metamath	43	original_lora	openbookqa	62.6	500
Llama-3.1-8B-Instruct	metamath	43	original_lora	piqa	68.55277475516867	1838
Llama-3.1-8B-Instruct	metamath	43	original_lora	siqa	63.66427840327533	1954
Llama-3.1-8B-Instruct	metamath	43	original_lora	winogrande	53.82794001578532	1267
Llama-3.1-8B-Instruct	metamath	43	flat_fro	arc_challenge	69.6245733788396	1172
Llama-3.1-8B-Instruct	metamath	43	flat_fro	arc_easy	86.74242424242425	2376
Llama-3.1-8B-Instruct	metamath	43	flat_fro	boolq	84.25076452599389	3270
Llama-3.1-8B-Instruct	metamath	43	flat_fro	hellaswag	55.825532762397934	10042
Llama-3.1-8B-Instruct	metamath	43	flat_fro	openbookqa	71.39999999999999	500
Llama-3.1-8B-Instruct	metamath	43	flat_fro	piqa	74.15669205658324	1838
Llama-3.1-8B-Instruct	metamath	43	flat_fro	siqa	67.80962128966223	1954
Llama-3.1-8B-Instruct	metamath	43	flat_fro	winogrande	57.69534333070244	1267
Llama-3.1-8B-Instruct	metamath	43	flat_nuclear	arc_challenge	71.160409556314	1172
Llama-3.1-8B-Instruct	metamath	43	flat_nuclear	arc_easy	87.75252525252525	2376
Llama-3.1-8B-Instruct	metamath	43	flat_nuclear	boolq	84.46483180428135	3270
Llama-3.1-8B-Instruct	metamath	43	flat_nuclear	hellaswag	58.02628958374826	10042
Llama-3.1-8B-Instruct	metamath	43	flat_nuclear	openbookqa	71.0	500
Llama-3.1-8B-Instruct	metamath	43	flat_nuclear	piqa	75.29923830250273	1838
Llama-3.1-8B-Instruct	metamath	43	flat_nuclear	siqa	68.11668372569089	1954
Llama-3.1-8B-Instruct	metamath	43	flat_nuclear	winogrande	58.72138910812944	1267
Llama-3.1-8B-Instruct	metamath	43	dg_hard	arc_challenge	58.53242320819113	1172
Llama-3.1-8B-Instruct	metamath	43	dg_hard	arc_easy	78.1986531986532	2376
Llama-3.1-8B-Instruct	metamath	43	dg_hard	boolq	82.75229357798165	3270
Llama-3.1-8B-Instruct	metamath	43	dg_hard	hellaswag	41.874128659629555	10042
Llama-3.1-8B-Instruct	metamath	43	dg_hard	openbookqa	62.6	500
Llama-3.1-8B-Instruct	metamath	43	dg_hard	piqa	68.55277475516867	1838
Llama-3.1-8B-Instruct	metamath	43	dg_hard	siqa	63.66427840327533	1954
Llama-3.1-8B-Instruct	metamath	43	dg_hard	winogrande	53.82794001578532	1267
Llama-3.1-8B-Instruct	metamath	43	hns_f4_s1	arc_challenge	71.67235494880546	1172
Llama-3.1-8B-Instruct	metamath	43	hns_f4_s1	arc_easy	87.83670033670033	2376
Llama-3.1-8B-Instruct	metamath	43	hns_f4_s1	boolq	84.5565749235474	3270
Llama-3.1-8B-Instruct	metamath	43	hns_f4_s1	hellaswag	58.03624775941047	10042
Llama-3.1-8B-Instruct	metamath	43	hns_f4_s1	openbookqa	70.6	500
Llama-3.1-8B-Instruct	metamath	43	hns_f4_s1	piqa	75.1904243743199	1838
Llama-3.1-8B-Instruct	metamath	43	hns_f4_s1	siqa	68.06550665301944	1954
Llama-3.1-8B-Instruct	metamath	43	hns_f4_s1	winogrande	58.484609313338595	1267
Llama-3.1-8B-Instruct	tulu	43	original_lora	arc_challenge	76.70648464163823	1172
Llama-3.1-8B-Instruct	tulu	43	original_lora	arc_easy	90.57239057239057	2376
Llama-3.1-8B-Instruct	tulu	43	original_lora	boolq	85.41284403669724	3270
Llama-3.1-8B-Instruct	tulu	43	original_lora	hellaswag	58.57398924517029	10042
Llama-3.1-8B-Instruct	tulu	43	original_lora	openbookqa	73.0	500
Llama-3.1-8B-Instruct	tulu	43	original_lora	piqa	80.7943416757345	1838
Llama-3.1-8B-Instruct	tulu	43	original_lora	siqa	70.41965199590582	1954
Llama-3.1-8B-Instruct	tulu	43	original_lora	winogrande	54.85398579321231	1267
Llama-3.1-8B-Instruct	tulu	43	flat_fro	arc_challenge	73.97610921501706	1172
Llama-3.1-8B-Instruct	tulu	43	flat_fro	arc_easy	89.64646464646465	2376
Llama-3.1-8B-Instruct	tulu	43	flat_fro	boolq	86.23853211009175	3270
Llama-3.1-8B-Instruct	tulu	43	flat_fro	hellaswag	54.67038438558056	10042
Llama-3.1-8B-Instruct	tulu	43	flat_fro	openbookqa	69.39999999999999	500
Llama-3.1-8B-Instruct	tulu	43	flat_fro	piqa	81.39281828073993	1838
Llama-3.1-8B-Instruct	tulu	43	flat_fro	siqa	69.9078812691914	1954
Llama-3.1-8B-Instruct	tulu	43	flat_fro	winogrande	55.16969218626677	1267
Llama-3.1-8B-Instruct	tulu	43	flat_nuclear	arc_challenge	73.63481228668942	1172
Llama-3.1-8B-Instruct	tulu	43	flat_nuclear	arc_easy	89.14141414141415	2376
Llama-3.1-8B-Instruct	tulu	43	flat_nuclear	boolq	86.05504587155963	3270
Llama-3.1-8B-Instruct	tulu	43	flat_nuclear	hellaswag	54.013144791874126	10042
Llama-3.1-8B-Instruct	tulu	43	flat_nuclear	openbookqa	69.0	500
Llama-3.1-8B-Instruct	tulu	43	flat_nuclear	piqa	81.17519042437432	1838
Llama-3.1-8B-Instruct	tulu	43	flat_nuclear	siqa	70.01023541453428	1954
Llama-3.1-8B-Instruct	tulu	43	flat_nuclear	winogrande	55.56432517758485	1267
Llama-3.1-8B-Instruct	tulu	43	dg_hard	arc_challenge	76.70648464163823	1172
Llama-3.1-8B-Instruct	tulu	43	dg_hard	arc_easy	90.57239057239057	2376
Llama-3.1-8B-Instruct	tulu	43	dg_hard	boolq	85.41284403669724	3270
Llama-3.1-8B-Instruct	tulu	43	dg_hard	hellaswag	58.57398924517029	10042
Llama-3.1-8B-Instruct	tulu	43	dg_hard	openbookqa	73.0	500
Llama-3.1-8B-Instruct	tulu	43	dg_hard	piqa	80.7943416757345	1838
Llama-3.1-8B-Instruct	tulu	43	dg_hard	siqa	70.41965199590582	1954
Llama-3.1-8B-Instruct	tulu	43	dg_hard	winogrande	54.85398579321231	1267
Llama-3.1-8B-Instruct	tulu	43	hns_f4_s1	arc_challenge	73.54948805460751	1172
Llama-3.1-8B-Instruct	tulu	43	hns_f4_s1	arc_easy	89.39393939393939	2376
Llama-3.1-8B-Instruct	tulu	43	hns_f4_s1	boolq	86.20795107033639	3270
Llama-3.1-8B-Instruct	tulu	43	hns_f4_s1	hellaswag	54.082852021509666	10042
Llama-3.1-8B-Instruct	tulu	43	hns_f4_s1	openbookqa	69.0	500
Llama-3.1-8B-Instruct	tulu	43	hns_f4_s1	piqa	81.33841131664853	1838
Llama-3.1-8B-Instruct	tulu	43	hns_f4_s1	siqa	70.06141248720573	1954
Llama-3.1-8B-Instruct	tulu	43	hns_f4_s1	winogrande	55.722178374112076	1267
Llama-3.1-8B-Instruct	magicoder	44	original_lora	arc_challenge	71.07508532423208	1172
Llama-3.1-8B-Instruct	magicoder	44	original_lora	arc_easy	88.67845117845118	2376
Llama-3.1-8B-Instruct	magicoder	44	original_lora	boolq	82.62996941896024	3270
Llama-3.1-8B-Instruct	magicoder	44	original_lora	hellaswag	53.60485958972316	10042
Llama-3.1-8B-Instruct	magicoder	44	original_lora	openbookqa	66.2	500
Llama-3.1-8B-Instruct	magicoder	44	original_lora	piqa	81.33841131664853	1838
Llama-3.1-8B-Instruct	magicoder	44	original_lora	siqa	69.70317297850563	1954
Llama-3.1-8B-Instruct	magicoder	44	original_lora	winogrande	56.27466456195738	1267
Llama-3.1-8B-Instruct	magicoder	44	flat_fro	arc_challenge	73.97610921501706	1172
Llama-3.1-8B-Instruct	magicoder	44	flat_fro	arc_easy	89.0993265993266	2376
Llama-3.1-8B-Instruct	magicoder	44	flat_fro	boolq	85.56574923547402	3270
Llama-3.1-8B-Instruct	magicoder	44	flat_fro	hellaswag	55.87532364070902	10042
Llama-3.1-8B-Instruct	magicoder	44	flat_fro	openbookqa	67.2	500
Llama-3.1-8B-Instruct	magicoder	44	flat_fro	piqa	79.379760609358	1838
Llama-3.1-8B-Instruct	magicoder	44	flat_fro	siqa	67.75844421699078	1954
Llama-3.1-8B-Instruct	magicoder	44	flat_fro	winogrande	58.72138910812944	1267
Llama-3.1-8B-Instruct	magicoder	44	flat_nuclear	arc_challenge	73.20819112627987	1172
Llama-3.1-8B-Instruct	magicoder	44	flat_nuclear	arc_easy	89.18350168350169	2376
Llama-3.1-8B-Instruct	magicoder	44	flat_nuclear	boolq	85.81039755351682	3270
Llama-3.1-8B-Instruct	magicoder	44	flat_nuclear	hellaswag	57.82712607050389	10042
Llama-3.1-8B-Instruct	magicoder	44	flat_nuclear	openbookqa	65.8	500
Llama-3.1-8B-Instruct	magicoder	44	flat_nuclear	piqa	78.0739934711643	1838
Llama-3.1-8B-Instruct	magicoder	44	flat_nuclear	siqa	67.04196519959058	1954
Llama-3.1-8B-Instruct	magicoder	44	flat_nuclear	winogrande	58.72138910812944	1267
Llama-3.1-8B-Instruct	magicoder	44	dg_hard	arc_challenge	71.07508532423208	1172
Llama-3.1-8B-Instruct	magicoder	44	dg_hard	arc_easy	88.67845117845118	2376
Llama-3.1-8B-Instruct	magicoder	44	dg_hard	boolq	82.62996941896024	3270
Llama-3.1-8B-Instruct	magicoder	44	dg_hard	hellaswag	53.60485958972316	10042
Llama-3.1-8B-Instruct	magicoder	44	dg_hard	openbookqa	66.2	500
Llama-3.1-8B-Instruct	magicoder	44	dg_hard	piqa	81.33841131664853	1838
Llama-3.1-8B-Instruct	magicoder	44	dg_hard	siqa	69.70317297850563	1954
Llama-3.1-8B-Instruct	magicoder	44	dg_hard	winogrande	56.27466456195738	1267
Llama-3.1-8B-Instruct	magicoder	44	hns_f4_s1	arc_challenge	73.72013651877133	1172
Llama-3.1-8B-Instruct	magicoder	44	hns_f4_s1	arc_easy	89.18350168350169	2376
Llama-3.1-8B-Instruct	magicoder	44	hns_f4_s1	boolq	85.81039755351682	3270
Llama-3.1-8B-Instruct	magicoder	44	hns_f4_s1	hellaswag	57.69766978689505	10042
Llama-3.1-8B-Instruct	magicoder	44	hns_f4_s1	openbookqa	66.2	500
Llama-3.1-8B-Instruct	magicoder	44	hns_f4_s1	piqa	78.0195865070729	1838
Llama-3.1-8B-Instruct	magicoder	44	hns_f4_s1	siqa	66.88843398157626	1954
Llama-3.1-8B-Instruct	magicoder	44	hns_f4_s1	winogrande	58.011049723756905	1267
Llama-3.1-8B-Instruct	metamath	44	original_lora	arc_challenge	57.93515358361775	1172
Llama-3.1-8B-Instruct	metamath	44	original_lora	arc_easy	76.55723905723906	2376
Llama-3.1-8B-Instruct	metamath	44	original_lora	boolq	80.45871559633028	3270
Llama-3.1-8B-Instruct	metamath	44	original_lora	hellaswag	43.64668392750448	10042
Llama-3.1-8B-Instruct	metamath	44	original_lora	openbookqa	67.2	500
Llama-3.1-8B-Instruct	metamath	44	original_lora	piqa	67.89989118607181	1838
Llama-3.1-8B-Instruct	metamath	44	original_lora	siqa	65.55783009211873	1954
Llama-3.1-8B-Instruct	metamath	44	original_lora	winogrande	53.591160220994475	1267
Llama-3.1-8B-Instruct	metamath	44	flat_fro	arc_challenge	70.13651877133105	1172
Llama-3.1-8B-Instruct	metamath	44	flat_fro	arc_easy	87.12121212121212	2376
Llama-3.1-8B-Instruct	metamath	44	flat_fro	boolq	84.52599388379205	3270
Llama-3.1-8B-Instruct	metamath	44	flat_fro	hellaswag	55.97490539733121	10042
Llama-3.1-8B-Instruct	metamath	44	flat_fro	openbookqa	72.2	500
Llama-3.1-8B-Instruct	metamath	44	flat_fro	piqa	73.83025027203483	1838
Llama-3.1-8B-Instruct	metamath	44	flat_fro	siqa	67.91197543500512	1954
Llama-3.1-8B-Instruct	metamath	44	flat_fro	winogrande	57.4585635359116	1267
Llama-3.1-8B-Instruct	metamath	44	flat_nuclear	arc_challenge	72.09897610921502	1172
Llama-3.1-8B-Instruct	metamath	44	flat_nuclear	arc_easy	87.66835016835017	2376
Llama-3.1-8B-Instruct	metamath	44	flat_nuclear	boolq	84.83180428134557	3270
Llama-3.1-8B-Instruct	metamath	44	flat_nuclear	hellaswag	57.98645688109938	10042
Llama-3.1-8B-Instruct	metamath	44	flat_nuclear	openbookqa	70.6	500
Llama-3.1-8B-Instruct	metamath	44	flat_nuclear	piqa	75.0816104461371	1838
Llama-3.1-8B-Instruct	metamath	44	flat_nuclear	siqa	68.37256908904811	1954
Llama-3.1-8B-Instruct	metamath	44	flat_nuclear	winogrande	57.77426992896606	1267
Llama-3.1-8B-Instruct	metamath	44	dg_hard	arc_challenge	57.93515358361775	1172
Llama-3.1-8B-Instruct	metamath	44	dg_hard	arc_easy	76.55723905723906	2376
Llama-3.1-8B-Instruct	metamath	44	dg_hard	boolq	80.45871559633028	3270
